"company_name","average_growth_rate"
"Mandalay Entertainment","0.30533407768701886349"
"Studio Ghibli","0.30086950917190775681"
"Yuk Films","0.30000000000000000000"
"Filmgate Films","0.29411764705882352941"
"Good Universe","0.29365079365079365079"
"M6","0.29318438914027149322"
"Malpaso Productions","0.29115988071096430121"
"Pacific Standard","0.28961748633879779754"
"Blue Star Pictures","0.28571428571428571429"
"CBS Films","0.28561033584321492273"
"Sony Pictures Entertainment (SPE)","0.28085689062257034984"
"Pacific Data Images (PDI)","0.272619047619047619048571"
"Allied Filmmakers","0.27182539682539681111"
"Goldcrest Films International","0.26767676767676768788"
"Maverick Films","0.26574992574992574993"
"Estudios Picasso","0.26315789473684210526"
"Current Entertainment","0.26162728475228475943"
"Cross Creek Pictures","0.26082051616194965428"
"Grive Productions","0.26022435897435897436"
"Mel's Cite du Cinema","0.25992725159608931406"
"Mid Atlantic Films","0.25821947486397614545"
"Fox 2000 Pictures","0.257492759342968371031064"
"Rogue Pictures","0.256250000000000000000000"
"Josephson Entertainment","0.25457516339869281046"
"Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)","0.25000000000000000000"
"France Tu00e9lu00e9vision","0.25000000000000000000"
"Sikelia Productions","0.25000000000000000000"
"The Movie Network","0.25000000000000000000"
"City Light Films","0.24938271604938271605"
"Why Not Productions","0.24861111111111111111"
"David Kirschner Productions","0.24520833333333333334"
"Hard Eight Pictures","0.23859267026968891917"
"Pixar Animation Studios","0.2382933839085550463906666667"
"Camelot Pictures","0.23630952380952380952"
"Impact Pictures","0.236221959858323497480909"
"Celador Films","0.23333333333333333334"
"Arc Productions","0.23333333333333333333"
"Metropolitan Filmexport","0.23229403726708074534"
"Avery Pix","0.232174688057041008822500"
"New Deal Productions","0.23076923076923076923"
"Regent Capital","0.23076923076923076923"
"Rai Cinema","0.22684333210649000000"
"Province of British Columbia Film Incentive BC","0.22222222222222222222"
"Walt Disney Feature Animation","0.21845768610474492828"
"Celluloid Dreams","0.21391701409569187826"
"Scott Rudin Productions","0.209936772394974750656176"
"Ghoulardi Film Company","0.209468468468468475136000"
"Cold Spring Pictures","0.20833333333333333334"
"Cloud Eight Films","0.203703703703703703703333"
"Imaginary Forces","0.20185185185185185185"
"International Production Company","0.20106837606837607949"
"De Line Pictures","0.200754490392648290675000"
"Brookwell-McNamara Entertainment","0.20000000000000000000"
"Hofflund/Polone","0.20000000000000000000"
"Skylark Productions","0.20000000000000000000"
"Conundrum Entertainment","0.19783719548425430778"
"Ghost House Pictures","0.196825396825396825396667"
"Skydance Media","0.19354838709677419355"
"Michael De Luca Productions","0.19348920816026079184"
"Closest to the Hole Productions","0.19309523809523809524"
"Beverly Detroit","0.19248120300751879699"
"Hypnotic","0.19166666666666666667"
"ContentFilm International","0.19047619047619047619"
"Monarch Pictures","0.19047619047619047619"
"David Foster Productions","0.18985371926548397137"
"Reliance BIG Entertainment","0.188949275362318840580000"
"Gravier Productions","0.188888888888888888890000"
"Harpo Films","0.18787878787878787879"
"Radiant Productions","0.18727240896358543417"
"Caravan Pictures","0.18714285714285714286"
"Cheyenne Enterprises","0.18573093573093573502"
"Little Bird","0.18382352941176470588"
"Three Strange Angels","0.18333333333333333334"
"Propaganda Films","0.18273393273393273870"
"Bona Fide Productions","0.17840350023061548711"
"River Road Entertainment","0.17619356833642547928"
"Spyglass Entertainment","0.175410033258458457295294"
"Parallel Zide","0.17500000000000000000"
"Focus Features","0.17443714908000622218"
"Big Beach Films","0.17205882352941176471"
"UGC PH","0.16666666666666666667"
"Albert S. Ruddy Productions","0.16666666666666666667"
"Davis Films","0.16666666666666666667"
"Laika Entertainment","0.166666666666666666666667"
"Walt Disney Television Animation","0.166666666666666666666667"
"Carousel Picture Company, The","0.166666666666666666665000"
"BenderSpink","0.15949687329215106358"
"Killer Films","0.15861204013377925769"
"Arte","0.15805946791862283709"
"Misher Films","0.155953159041394325882000"
"New Regency Pictures","0.155366042105695190630606"
"Regency Enterprises","0.15238181689832836065"
"Virtual Studios","0.14759259259259260000"
"Punch 21 Productions","0.14285714285714285714"
"Dante Entertainment","0.14285714285714285714"
"Tohokushinsha","0.14285714285714285714"
"A.J.O.Z. Films","0.14285714285714285714"
"One Race Films","0.14160401002506265664"
"Lucky Monkey Pictures","0.13888888888888890000"
"MFP Munich Film Partners GmbH & Company I. Produktions KG","0.13664799253034548105"
"Mimran Schur Pictures","0.13636363636363636364"
"Golar Productions","0.13333333333333333333"
"26 Films","0.13333333333333333333"
"Producers Sales Organization (PSO)","0.13333333333333333333"
"Jonesfilm","0.13333333333333333333"
"Le Studio Canal+","0.12970521541950114490"
"Robert Simonds Productions","0.12696608946608946331"
"Hyde Park Films","0.12511249833449964897"
"Alcor Films","0.12500000000000000000"
"Kerner Entertainment Company","0.12433155080213903743"
"Marvel Studios","0.1210863482922306451708333333"
"Samuel Bronston Productions","0.11764705882352941176"
"ImageMovers","0.11740067727970953242"
"Lorimar Film Entertainment","0.11666666666666666667"
"World 2000 Entertainment","0.11547619047619047619"
"Stillking Films","0.11502494331065759637"
"Twentieth Century Fox Animation","0.114274832149211820623000"
"Scion Films","0.11426359036962502172"
"DreamWorks Animation","0.1135111846891121517836666667"
"Pain Unlimited GmbH Filmproduktion","0.10937500000000000000"
"Les Films Alain Sarde","0.10740740740740740741"
"Greenestreet Films","0.10531309297912713473"
"Barry Mendel Productions","0.10103937728937728938"
"TF1","0.10000000000000000000"
"Flynn Picture Company","0.10000000000000000000"
"Escape Artists","0.099689893439893439894167"
"TIK Films","0.09920634920634920635"
"Lakeshore Entertainment","0.098472771967762491396000"
"Envision Entertainment","0.09844232182218956650"
"The Bubble Factory","0.09674892283587935762"
"Perdido Productions","0.09607843137254901961"
"Beacon Pictures","0.09454545454545454000"
"Parts and Labor","0.09375000000000000000"
"Casey Silver Productions","0.09169859514687100894"
"Dune Films","0.09120879120879119808"
"Pandora Pictures","0.09090909090909090909"
"Forward Pass","0.08870552818828681755"
"Crystal Sky Pictures","0.08636363636363636364"
"Point Grey Pictures","0.08631403318903317792"
"R.P. Productions","0.08320802005012531328"
"Plan B Entertainment","0.081983236670736670736667"
"Global Entertainment Productions GmbH & Company Medien KG","0.080622009569377990430000"
"Sidney Kimmel Entertainment","0.080366565616990066522500"
"TAFT Entertainment Pictures","0.08000000000000000000"
"Detour Film Production","0.08000000000000000000"
"Green Hat Films","0.07930402930402930403"
"Pathu00e9","0.07893462521150693165"
"Silver Reel","0.076707461293927459018571"
"Bavaria Film","0.07495590828924162258"
"K/O Paper Products","0.07411616161616161616"
"Ruby Films","0.07202380952380952381"
"Woods Entertainment","0.07142857142857142857"
"Stargate Studios","0.07142857142857142857"
"Blue Sky Studios","0.070275661298905758170000"
"Grosvenor Park Media Ltd.","0.06851851851851851852"
"The Javelina Film Company","0.06666666666666666667"
"Beacon Communications","0.06572646449884301309"
"UK Film Council","0.06451779725238524026"
"Filmfu00f6rderungsanstalt (FFA)","0.06190476190476190476"
"Goldmann Pictures","0.06066176470588235294"
"Wild West Picture Show Productions","0.060508241758241758242500"
"Bel Air Entertainment","0.058913828689370485036667"
"HandMade Films","0.05882352941176470588"
"Atchity Entertainment International (AEI)","0.05263157894736842105"
"Kopelson Entertainment","0.05179824561403508772"
"Antena 3 Films","0.05151515151515151516"
"New South Wales Film & Television Office","0.04958928571428571429"
"Hemisphere Media Capital","0.04821937321937321937"
"Dark Castle Entertainment","0.046052873363797731865000"
"Yleisradio (YLE)","0.04331279342723004695"
"Largo Entertainment","0.04106562703053931124"
"Dharma Productions","0.04054054054054054054"
"American Zoetrope","0.03960105254222900820"
"Blinding Edge Pictures","0.03549450549450549451"
"Cinergi Pictures Entertainment","0.029735996326905417814545"
"Irish Film Board","0.02850241545893719251"
"Newman/Tooley Films","0.02777777777777777778"
"Illumination Entertainment","0.02664760216247630435"
"Rysher Entertainment","0.02594820756585462468"
"American Empirical Pictures","0.02500000000000000000"
"Irish Dreamtime","0.02440476190476190476"
"Dylan Sellers Productions","0.02349624060150375940"
"Fox Atomic","0.022222222222222222221667"
"Radical Media","0.01515151515151515152"
"Toho-Towa","0.006731113498030789222857"
"Nimar Studios","0.00659340659340659341"
"IFC Productions","0.00000000000000000000"
"Iguana Producciones","0.000000000000000000000000"
"Filmax Entertainment","0.000000000000000000000000"
"Incorporated Television Company (ITC)","0.000000000000000000000000"
"Leverage Entertainment","0.000000000000000000000000"
"Super Cool ManChu","0.000000000000000000000000"
"Bay Films","0.000000000000000000000000"
"Hughes Entertainment","0.000000000000000000000000"
"Tokyo FM Broadcasting Co.","0.000000000000000000000000"
"Haunted Movies","0.000000000000000000000000"
"Brightlight Pictures","0.00000000000000000000"
"Bleiberg Entertainment","0.00000000000000000000"
"Element Pictures","0.000000000000000000000000"
"Luxembourg Film Fund","0.000000000000000000000000"
"Walt Disney Animation Australia","0.000000000000000000000000"
"Triggerfish Animation","0.000000000000000000000000"
"Blue Wolf","0.00000000000000000000"
"DisneyToon Studios","0.000000000000000000000000"
"Grosvenor Park Productions","0.000000000000000000000000"
"Showtime Networks","0.000000000000000000000000"
"Brothers Dowdle Productions","0.000000000000000000000000"
"Epithu00e8te Films","0.000000000000000000000000"
"Arnold Kopelson Productions","0.000000000000000000000000"
"Revelations Entertainment","0.000000000000000000000000"
"Moonlighting Films","0.000000000000000000000000"
"Golden Harvest Company","-0.00220313333333333334"
"Emperor Motion Pictures","-0.00398406374501992032"
"Wigram Productions","-0.00555555555555555556"
"Joseph M. Singer Entertainment","-0.007042253521126760565000"
"Film Export A.G.","-0.01818181818181818182"
"Sunswept Entertainment","-0.02056414849494212474"
"Living Films","-0.02072041553748870822"
"Kontsept Film Company","-0.02111026228673287497"
"Gerber Pictures","-0.02134966688158177520"
"Callahan Filmworks","-0.02439024390243902439"
"Revolution Films","-0.02564102564102563333"
"Nine Yards Productions","-0.03147699757869249395"
"Monarchy Enterprises B.V.","-0.03508771929824561404"
"The Canton Company","-0.03981918238993710692"
"HanWay Films","-0.05546042617960426180"
"Studio Canal","-0.05628842237392549649"
"MDP Worldwide","-0.05707070707070707071"
"Tollin/Robbins Productions","-0.06066176470588235294"
"Vendome Pictures","-0.06250000000000000000"
"Groundswell Productions","-0.06363636363636363637"
"Mars Media Beteiligungs","-0.06666666666666666667"
"Ludlum Entertainment","-0.06666666666666666667"
"NeoReel","-0.06709956709956709957"
"Infinitum Nihil","-0.06993464052287581699"
"Madacy Entertainment","-0.07142857142857142857"
"The Harold Greenberg Fund","-0.072222222222222222223333"
"Neal Street Productions","-0.07301587301587301587"
"Kaplan/Perrone Entertainment","-0.07407407407407407407"
"Centre National de la Cinu00e9matographie (CNC)","-0.07413875320532230940"
"Red Wagon Productions","-0.07608695652173913043"
"Indochina Productions","-0.07692307692307692308"
"Captivate Entertainment","-0.07692307692307692308"
"Goldcrest Pictures","-0.07863411109945062447"
"Treehouse Pictures","-0.07870370370370370370"
"Danmarks Radio (DR)","-0.08013702655119908641"
"Heyday films","-0.08076923076923076923"
"Regione Lazio","-0.08148148148148148148"
"Pathe","-0.08476801867522614532"
"The Montecito Picture Company","-0.08516260162601626016"
"Equity Pictures Medienfonds GmbH & Co. KG III","-0.09090909090909090909"
"Reel FX Creative Studios","-0.09090909090909090909"
"Cineclick Asia","-0.09090909090909090909"
"Hasbro","-0.09185235816814764184"
"Reiner / Greisman Productions","-0.09444444444444444445"
"Ru00e9gion Ile-de-France","-0.09774140413166936423"
"Zadan / Meron Productions","-0.10000000000000000000"
"Lions Gate Films","-0.10092128051686875216"
"FilmNation Entertainment","-0.10168485395683826544"
"Vinyl Films","-0.10280959752321981424"
"Tele Mu00fcnchen Fernseh Produktionsgesellschaft (TMG)","-0.106349206349206349206667"
"Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG","-0.10930232558139534884"
"Canal+ Droits Audiovisuels","-0.111111111111111111110000"
"Hammerhead Productions","-0.11111111111111111111"
"Diaphana Films","-0.11346153846153846154"
"Kalima Productions GmbH & Co. KG","-0.115942028985507246376667"
"Laura Ziskin Productions","-0.11606912144702842377"
"Nick Wechsler Productions","-0.11800392940392940393"
"Serendipity Point Films","-0.11915857605177993528"
"Eurimages","-0.12104598109197476159"
"Mad Hatter Entertainment","-0.12121212121212121212"
"VIP 3 Medienfonds","-0.12121212121212121212"
"Bold Films","-0.12165486474310003116"
"Pariah Entertainment Group","-0.12500000000000000000"
"Northern Lights Entertainment","-0.12500000000000000000"
"Envision Entertainment Corporation","-0.12748829039812646370"
"Clifford Werber Productions","-0.13157894736842105263"
"Sony Pictures Animation","-0.132358945145456301642000"
"Everyman Pictures","-0.13643115942028985507"
"Black Bear Pictures","-0.14186507936507936508"
"Egoli Tossell Film AG","-0.14285714285714285714"
"Mark Johnson Productions","-0.14285714285714285714"
"Kalis Productions GmbH & Co. Zweite KG","-0.14285714285714285714"
"Nu Image Entertainment GmbH","-0.14545454545454545455"
"Dovemead Films","-0.14797979797979797980"
"Wayans Bros. Entertainment","-0.14934934934934934935"
"Hasbro Studios","-0.1498168498168498168500000000"
"Hammer Film Productions","-0.15000000000000000000"
"Academy Films","-0.15000000000000000000"
"Animal Logic","-0.150000000000000000000000"
"The Saul Zaentz Company","-0.15053763440860215054"
"BIM Distribuzione","-0.15224358974358974167"
"Icon Entertainment International","-0.15306277056277056277"
"Mandalay Pictures","-0.154073094755143436685000"
"Barclays Mercantile Industrial Finance","-0.15625000000000000000"
"Revolution Studios","-0.159239123197312753328519"
"Ixtlan Productions","-0.15993421052631578948"
"Longfellow Pictures","-0.16129032258064516129"
"Blueprint Pictures","-0.166666666666666666665000"
"Versu00e1til Cinema","-0.16666666666666666667"
"Larger Than Life Productions","-0.16666666666666666667"
"Solaris Film","-0.16666666666666666667"
"Seven Arts","-0.16666666666666666667"
"Radical Studios","-0.16666666666666666667"
"Chris Lee Productions","-0.17309697601668404589"
"Eidos Interactive","-0.17391304347826086957"
"Waverly Films","-0.175245098039215686273333"
"Konrad Pictures","-0.17558139534883720930"
"Art Pictures Studio","-0.17808219178082191781"
"Canadian Film or Video Production Tax Credit (CPTC)","-0.18333333333333333333"
"Darkwoods Productions","-0.183333333333333333333333"
"MHF Zweite Academy Film","-0.18455882352941176471"
"Constant c Productions","-0.18478260869565217391"
"Rhombus Media","-0.18611111111111111111"
"Rising Star","-0.18662188386326317361"
"Starz Animation","-0.18918918918918918919"
"France Tu00e9lu00e9visions","-0.195000000000000000000000"
"Umedia","-0.19542483660130718954"
"Telefilm Canada","-0.20000000000000000000"
"Gran Via Productions","-0.20000000000000000000"
"Runteldat Entertainment","-0.20000000000000000000"
"WT2 Productions","-0.20000000000000000000"
"Tempesta Films","-0.20000000000000000000"
"Craven-Maddalena Films","-0.201304945054945054945000"
"Mayhem Pictures","-0.20454545454545454546"
"Mosaic Media Group","-0.20608766233766233909"
"Intermedia","-0.20833333333333333333"
"Krane Entertainment","-0.20833333333333333334"
"Roger Birnbaum Productions","-0.21428571428571428571"
"Ru00e9gion Nord-Pas-de-Calais","-0.21428571428571428571"
"Midnight Sun Pictures","-0.214285714285714285715000"
"Likely Story","-0.21984126984126984683"
"Insurge Pictures","-0.220085470085470085470000"
"Two Ton Films","-0.22222222222222222222"
"Parkes+MacDonald Image Nation","-0.22222222222222222222"
"Sony Pictures Releasing","-0.22584064327485380117"
"Alloy Entertainment","-0.24000000000000000000"
"Carthago Films S.a.r.l.","-0.24000000000000000000"
"APJAC Productions","-0.24333333333333333334"
"The Picture Factory","-0.25000000000000000000"
"Centropolis Film Productions","-0.25000000000000000000"
"Seagal/Nasso Productions","-0.25000000000000000000"
"Flower Films (II)","-0.253333333333333333334000"
"Boxing Cat Films","-0.25538461538461538462"
"Selznick International Pictures","-0.25670186335403726708"
"Motion Picture Corporation of America","-0.25925925925925925926"
"Splendid Pictures","-0.26648351648351648352"
"Medusa Film","-0.27058823529411764706"
"Weinstein Company, The","-0.27500000000000000000"
"France 2 Cinu00e9ma","-0.284499552982448103274167"
"thinkfilm","-0.28571428571428571429"
"China Movie Channel","-0.28571428571428571429"
"Scanbox","-0.28571428571428571429"
"Detour Filmproduction","-0.29243295019157088123"
"Phase 4 Films","-0.30000000000000000000"
"Brass Hat Films","-0.30000000000000000000"
"Latina Pictures","-0.30357142857142857143"
"Copperheart Entertainment","-0.30769230769230769231"
"Centre National de la Cinu00e9matographie","-0.31250000000000000000"
"Huayi Brothers Media","-0.31913021618903971845"
"Lion Rock Productions","-0.32996028804335048426"
"Arts Council of England","-0.33333333333333333333"
"The Department of Trade and Industry of South Africa","-0.33333333333333333333"
"Patalex Productions","-0.33333333333333333333"
"Electric City Entertainment","-0.33333333333333333333"
"Cott Productions","-0.33333333333333333333"
"Mark Canton Productions","-0.33333333333333333333"
"Evil Twins","-0.33962264150943396226"
"Recorded Pictures Company","-0.34782608695652173913"
"Fountainbridge Films","-0.34848484848484848485"
"Thin Man Films","-0.35016835016835016835"
"Backup Media","-0.35064935064935064935"
"Nexus Factory","-0.35294117647058823529"
"Union Gu00e9nu00e9rale Cinu00e9matographique (UGC)","-0.35970000000000000000"
"Cube Vision","-0.36285714285714285714"
"Zephyr Films","-0.36427860696517412935"
"Horseshoe Bay Productions","-0.36764705882352941176"
"Origen Producciones Cinematograficas S.A.","-0.36842105263157894737"
"Procirep","-0.37083617532871701228"
"Bagdasarian Productions","-0.37500000000000000000"
"Carnaby International","-0.37500000000000000000"
"Cinema 84","-0.37500000000000000000"
"Screen Gems, Inc.","-0.37500000000000000000"
"Lonely Film Productions GmbH & Co. KG.","-0.37500000000000000000"
"Chartoff-Winkler Productions","-0.37500000000000000000"
"Odyssey Media","-0.37500000000000000000"
"Potboiler Productions","-0.38333333333333333333"
"De Fina-Cappa","-0.38461538461538461538"
"Les Productions de la Guu00e9ville","-0.38661248856415658367"
"American Entertainment Partners L.P.","-0.38888888888888888889"
"Lipsync Productions","-0.39054867295199851859"
"Merchant Ivory Productions","-0.39130434782608695652"
"Talisman Productions","-0.39285714285714285714"
"WideAwake","-0.39285714285714285714"
"Magnolia Pictures","-0.40000000000000000000"
"Star Partners II Ltd.","-0.40000000000000000000"
"Charles K. Feldman Group","-0.40000000000000000000"
"Overnight Films","-0.40000000000000000000"
"Gold Circle Films","-0.40418719211822660099"
"VIP 2 Medienfonds","-0.40543364681295715779"
"Disruption Entertainment","-0.40800000000000000000"
"Les Films du Losange","-0.41596451164133658818"
"Wega Film","-0.41596451164133658818"
"Liberator Productions","-0.42187500000000000000"
"Glass Eye Pix","-0.42307692307692307693"
"Pyramide Productions","-0.42857142857142857143"
"Cineplex-Odeon Films","-0.42857142857142857143"
"Filmula","-0.42857142857142857143"
"Penn Station Entertainment","-0.42857142857142857143"
"Det Danske Filminstitut","-0.43076923076923076923"
"Persistent Entertainment","-0.43333333333333333333"
"Government of Malta","-0.44000000000000000000"
"W9","-0.44108220211161387632"
"Sandcastle 5 Productions","-0.44444444444444444444"
"Entertainment One","-0.44444444444444444444"
"Arte France Cinu00e9ma","-0.44531250000000000000"
"MID Foundation","-0.45000000000000000000"
"Mostow/Lieberman Productions","-0.45000000000000000000"
"Senator Film Produktion","-0.45909090909090909091"
"Crossbow Productions","-0.46153846153846153846"
"Friendly Films (II)","-0.46666666666666666667"
"EMI Films Ltd.","-0.46666666666666666667"
"Phantom Four","-0.46875000000000000000"
"Pierce/Williams Entertainment","-0.46875000000000000000"
"FGM Entertainment","-0.47272727272727272727"
"Spring Films","-0.47764000000000000000"
"Baltimore Spring Creek Productions","-0.47777777777777777778"
"France 3 Cinema","-0.48888888888888888889"
"WV Films III","-0.49272727272727272728"
"Sony Pictures Classics","-0.49287270463741051500"
"Broken Road Productions","-0.49305555555555555556"
"Material Pictures","-0.49333333333333333333"
"Future Films","-0.500000000000000000000000"
"Lou Yi Inc.","-0.50000000000000000000"
"Seven Arts Productions","-0.50000000000000000000"
"Film Afrika","-0.50000000000000000000"
"Ambush Entertainment","-0.50000000000000000000"
"Hydraulx","-0.50000000000000000000"
"Riche-Ludwig Productions","-0.50000000000000000000"
"Live Entertainment","-0.50333333333333333333"
"TPS Star","-0.50793131868131868132"
"Fidu00e9litu00e9 Productions","-0.51250000000000000000"
"Spelling Films","-0.51388888888888888889"
"Bob Yari Productions","-0.53300000000000000000"
"Cinerenta Medienbeteiligungs KG","-0.53333333333333333333"
"WWE Studios","-0.534903038138332255980000"
"TF1 Droits Audiovisuels","-0.54000000000000000000"
"Intrepid Pictures","-0.54166666666666666667"
"Ten Thirteen Productions","-0.54545454545454545455"
"Right of Way Films","-0.54833333333333333334"
"DiNovi Pictures","-0.54930555555555555556"
"Baumgarten Management and Productions (BMP)","-0.55000000000000000000"
"Linson Entertainment","-0.55000000000000000000"
"Geffen Pictures","-0.55238095238095238095"
"Brad Grey Pictures","-0.55555555555555555556"
"Middle Fork Productions","-0.55555555555555555556"
"Castel Film Romania","-0.55696202531645569620"
"Grindstone Entertainment Group","-0.55824965303290064495"
"Laurel Entertainment Inc.","-0.56250000000000000000"
"See-Saw Films","-0.56666666666666666667"
"Alpha Core","-0.57391304347826086957"
"Simon Kinberg Productions","-0.57391304347826086957"
"Australian Film Finance Corporation (AFFC)","-0.57500000000000000000"
"Blue Tulip Productions","-0.58321078431372549020"
"Face Productions","-0.58333333333333333333"
"Motown Productions","-0.58333333333333333333"
"WV Films IV","-0.58750000000000000000"
"Voltage Pictures","-0.58888888888888888889"
"Nitrogen Studios Canada","-0.59574468085106382979"
"Out of the Blue... Entertainment","-0.59818181818181818182"
"Chicago Pacific Entertainment","-0.60000000000000000000"
"Pathu00e9 Pictures International","-0.60000000000000000000"
"Aegis Film Fund","-0.60000000000000000000"
"Film 4","-0.60000000000000000000"
"Cold Iron Pictures","-0.60000000000000000000"
"Delphi II Productions","-0.60000000000000000000"
"Gold/Miller Productions","-0.60538194444444444445"
"Block 2 Pictures","-0.61400000000000000000"
"Delphi Films","-0.61904761904761904762"
"Birnbaum / Barber Productions","-0.62000000000000000000"
"JVC Entertainment Networks","-0.62962962962962962963"
"Italian Tax Credit","-0.63000000000000000000"
"Ascendant Pictures","-0.63042328042328042328"
"Wildgaze Films","-0.63333333333333333333"
"Media Programme of the European Community","-0.63333333333333333333"
"Amazon Prime Instant Video","-0.63636363636363636364"
"Media Rights Capital (MRC)","-0.64210526315789473684"
"Savoy Pictures","-0.64918414918414918415"
"Fipex Holding","-0.65000000000000000000"
"Granada Film Productions","-0.65000000000000000000"
"C-2 Pictures","-0.65000000000000000000"
"Filmstiftung Nordrhein-Westfalen","-0.65317028985507246377"
"Zentropa Entertainments","-0.65511990864103540160"
"MacDonald/Parkes Productions","-0.65517241379310344828"
"Lazio Film Commission","-0.66486486486486486486"
"Kevin Messick Productions","-0.66666666666666666667"
"Nintendo","-0.66666666666666666667"
"Film Science","-0.66666666666666666667"
"Kernos Filmproduktionsgesellschaft & Company","-0.66666666666666666667"
"Bac Films","-0.67471874393553758225"
"Jet Tone Films","-0.67833333333333333333"
"CinemaNX","-0.68000000000000000000"
"Rickshaw Productions","-0.68000000000000000000"
"Arcadia Motion Pictures","-0.68000000000000000000"
"Orly Films","-0.68421052631578947368"
"Prana Animation Studios","-0.68571428571428571429"
"Tornasol Films","-0.69230769230769230769"
"Perfect World Pictures","-0.69565217391304347826"
"One Race Productions","-0.69600000000000000000"
"The Criterion Collection","-0.69952239789196310935"
"Tohokushinsha Film","-0.70000000000000000000"
"Tall Trees Productions","-0.70833333333333333333"
"Baldwin Entertainment Group","-0.71153846153846153846"
"Hakuhodo DY Media Partners","-0.71207623530272148662"
"David Ladd Films","-0.71428571428571428571"
"China Film Group Corporation (CFGC)","-0.71666666666666666667"
"Trademark Films","-0.72173913043478260870"
"La Petite Reine","-0.72287949458305569952"
"Handmade Films Ltd.","-0.73000000000000000000"
"Number 9 Films","-0.73333333333333333333"
"Memfis Film","-0.73943661971830985916"
"TV2 Norge","-0.74000000000000000000"
"Ontario Media Development Corporation (OMDC)","-0.75000000000000000000"
"Straight Up Films","-0.75000000000000000000"
"Inside Track Films","-0.75000000000000000000"
"Code Entertainment","-0.75000000000000000000"
"Gaylord Films","-0.75311004784688995215"
"Adam Fields Productions","-0.76000000000000000000"
"August Entertainment","-0.76000000000000000000"
"This Is That Productions","-0.775000000000000000000000"
"Wanda Visiu00f3n S.A.","-0.77694999584151148497"
"Witt/Thomas Productions","-0.78260869565217391304"
"Allison Shearmur Productions","-0.78947368421052631579"
"Recorded Picture Company (RPC)","-0.79166666666666666667"
"Belladonna Productions","-0.79687500000000000000"
"Corus Entertainment","-0.80000000000000000000"
"Wessler Entertainment","-0.80000000000000000000"
"Film 44","-0.80861244019138755981"
"Fu Works","-0.80952380952380952381"
"HBO Films","-0.82000000000000000000"
"Baumgarten Merims Productions","-0.82857142857142857143"
"After Dark Films","-0.83636363636363636364"
"Universum Film (UFA)","-0.83804793781040811920"
"Isle of Man Film","-0.84000000000000000000"
"Rough House Pictures","-0.84000000000000000000"
"Molinare Studios","-0.84000000000000000000"
"Prelude Pictures","-0.84375000000000000000"
"Jolie Pas","-0.84615384615384615385"
"Licht/Mueller Film Corporation","-0.85714285714285714286"
"Yucaipa Films","-0.85882352941176470588"
"Saints LA","-0.86153846153846153846"
"Signature Entertainment","-0.86250000000000000000"
"Centre National du Cinu00e9ma et de L'image Animu00e9e (CNC)","-0.86486486486486486486"
"TF1 International","-0.86666666666666666667"
"Atomic Monster","-0.87750000000000000000"
"Film Rites","-0.88888888888888888889"
"Polski Instytut Sztuki Filmowej","-0.91362880000000000000"
"Sofica Europacorp","-0.91511627906976744186"
"Marianne Productions","-0.91666666666666666667"
"Televisiu00f3n Espau00f1ola (TVE)","-0.92191160393565516165"
"Pathu00e9 Distribution","-0.92261904761904761905"
"H2F Entertainment","-0.92571428571428571429"
"Andrea Sperling Productions","-0.92857142857142857143"
"Wind Dancer Productions","-0.92857142857142857143"
"Sony Pictures Worldwide Acquisitions (SPWA)","-0.93400000000000000000"
"Golan-Globus Productions","-0.94117647058823529412"
"Rhino Films","-0.94594594594594594595"
"Vu00eda Digital","-0.94736842105263157895"
"Yer Dead Productions","-0.95522388059701492537"
"Yash Raj Films","-0.95535714285714285714"
"Cannon Films","-0.95588235294117647059"
"Backup Films","-0.97222222222222222222"
"LionsGate","-0.97222222222222222222"
"The Steve Tisch Company","-0.97923076923076923077"
"Bu00f3rd Scannu00e1n na hu00c9ireann","-0.98461538461538461538"
"Arte France","-0.98611111111111111111"
"Warp Films","-0.99087088679245283019"
"The Bureau","-0.99963636363636363636"
"Lions Gate","-0.99999983333333333333"
"HSX Films","-1.00000000000000000000"
"Huayi Brothers","-1.00000000000000000000"
"Neo Art & Logic","-1.00000000000000000000"
"Nelson Entertainment","-1.00000000000000000000"
"Beijing New Picture Film Co. Ltd.","-1.00000000000000000000"
"Natural Nylon Entertainment","-1.00000000000000000000"
"NALA Films","-1.00000000000000000000"
"N1 European Film Produktions GmbH & Co. KG","-1.00000000000000000000"
"Columbia Pictures Film Production Asia","-1.00000000000000000000"
"IFC Films","-1.00000000000000000000"
"Ecosse Films","-1.00000000000000000000"
"Battleplan Productions","-1.00000000000000000000"
"Vega Film","-1.00000000000000000000"
"Myriad Pictures","-1.00000000000000000000"
"Muse Entertainment Enterprises","-1.00000000000000000000"
"Ikiru Films","-1.00000000000000000000"
"Venture Forth","-1.00000000000000000000"
"Verisimilitude","-1.00000000000000000000"
"Galatu00e9e Films","-1.00000000000000000000"
"Banque Populaire Images 9","-1.00000000000000000000"
"Motion Investment Group","-1.00000000000000000000"
"Mosfilm","-1.00000000000000000000"
"Fuzzy Door Productions","-1.00000000000000000000"
"Instituto de Cru00e9dito Oficial (ICO)","-1.00000000000000000000"
"The Kushner-Locke Company","-1.00000000000000000000"
