"genre_name","movie_title","revenue","release_date","rolling_avg_revenue"
"Action","Hell's Angels","8000000","1930-11-15","8000000.000000000000"
"Action","The Charge of the Light Brigade","2736000","1936-10-20","5368000.000000000000"
"Action","Tycoon","0","1947-12-27","3578666.666666666667"
"Action","Sands of Iwo Jima","7800000","1949-12-14","3512000.000000000000"
"Action","Annie Get Your Gun","8000000","1950-05-17","5266666.666666666667"
"Action","The Greatest Show on Earth","36000000","1952-01-10","17266666.666666666667"
"Action","七人の侍","271841","1954-04-26","14757280.333333333333"
"Action","Love Me Tender","9000000","1956-11-15","15090613.666666666667"
"Action","The Misfits","8200000","1961-01-01","5823947.000000000000"
"Action","The Longest Day","50100000","1962-09-25","22433333.333333333333"
"Action","Dr. No","59600000","1962-10-04","39300000.000000000000"
"Action","55 Days at Peking","10000000","1963-05-06","39900000.000000000000"
"Action","Hud","10000000","1963-05-29","26533333.333333333333"
"Action","From Russia with Love","78898765","1963-10-11","32966255.000000000000"
"Action","It's a Mad, Mad, Mad, Mad World","60000000","1963-11-07","49632921.666666666667"
"Action","Goldfinger","124881062","1964-09-17","87926609.000000000000"
"Action","The Train","6800000","1964-09-21","63893687.333333333333"
"Action","Thunderball","141195658","1965-12-16","90958906.666666666667"
"Action","Harper","12000000","1966-02-23","53331886.000000000000"
"Action","You Only Live Twice","111584787","1967-06-12","88260148.333333333333"
"Action","Point Blank","3200000","1967-08-30","42261595.666666666667"
"Action","Gli intoccabili","0","1969-04-01","38261595.666666666667"
"Action","Paint Your Wagon","31678778","1969-10-15","11626259.333333333333"
"Action","On Her Majesty's Secret Service","81974493","1969-12-12","37884423.666666666667"
"Action","Topaz","6000000","1969-12-18","39884423.666666666667"
"Action","Tora! Tora! Tora!","29548291","1970-01-26","39174261.333333333333"
"Action","The Ballad of Cable Hogue","5000000","1970-05-13","13516097.000000000000"
"Action","Cotton Comes to Harlem","0","1970-05-27","11516097.000000000000"
"Action","Waterloo","3052000","1970-10-26","2684000.000000000000"
"Action","Sweet Sweetback's Baadasssss Song","15200000","1971-04-23","6084000.000000000000"
"Action","Escape from the Planet of the Apes","12348905","1971-05-20","10200301.666666666667"
"Action","The French Connection","41158757","1971-10-09","22902554.000000000000"
"Action","Diamonds Are Forever","116019547","1971-12-13","56509069.666666666667"
"Action","Conquest of the Planet of the Apes","9700000","1972-06-29","55626101.333333333333"
"Action","Battle for the Planet of the Apes","8844595","1973-06-15","44854714.000000000000"
"Action","Live and Let Die","161777836","1973-07-05","60107477.000000000000"
"Action","The Man with the Golden Gun","97572000","1974-12-01","89398143.666666666667"
"Action","Death Race 2000","8000000","1975-04-27","89116612.000000000000"
"Action","Robin and Marian","0","1976-03-11","35190666.666666666667"
"Action","Logan's Run","25000000","1976-06-23","11000000.000000000000"
"Action","Star Wars","775398007","1977-05-25","266799335.66666667"
"Action","Sorcerer","12000000","1977-06-24","270799335.66666667"
"Action","The Spy Who Loved Me","185438673","1977-07-07","324278893.33333333"
"Action","March or Die","0","1977-09-08","65812891.000000000000"
"Action","Damnation Alley","8720000","1977-09-10","64719557.666666666667"
"Action","Capricorn One","0","1977-12-10","2906666.666666666667"
"Action","F.I.S.T.","11","1978-04-26","2906670.333333333333"
"Action","Force 10 from Navarone","7230000","1978-11-01","2410003.666666666667"
"Action","Caravans","0","1978-11-02","2410003.666666666667"
"Action","Alien Zone","0","1978-11-22","2410000.000000000000"
"Action","Superman","300218018","1978-12-13","100072672.666666666667"
"Action","Mad Max","100000000","1979-04-12","133406006.00000000"
"Action","Alien","104931801","1979-05-25","168383273.00000000"
"Action","Moonraker","210308099","1979-06-26","138413300.00000000"
"Action","Meteor","0","1979-10-19","105079966.666666666667"
"Action","Penitentiary","0","1979-12-01","70102699.666666666667"
"Action","1941","31755742","1979-12-13","10585247.333333333333"
"Action","The Black Hole","35841901","1979-12-18","22532547.666666666667"
"Action","Raise the Titanic","0","1980-01-01","22532547.666666666667"
"Action","The Empire Strikes Back","538400000","1980-05-17","191413967.00000000"
"Action","The Blues Brothers","115229890","1980-06-17","217876630.00000000"
"Action","Heaven's Gate","3484331","1980-11-19","219038073.66666667"
"Action","Superman II","190458706","1980-12-04","103057642.333333333333"
"Action","Nighthawks","19905359","1981-03-17","71282798.666666666667"
"Action","Lion of the Desert","0","1981-04-17","70121355.000000000000"
"Action","Escape from New York","50244700","1981-05-22","23383353.000000000000"
"Action","Raiders of the Lost Ark","389925971","1981-06-12","146723557.00000000"
"Action","For Your Eyes Only","195312802","1981-06-23","211827824.33333333"
"Action","Stripes","85300000","1981-06-25","223512924.33333333"
"Action","The Legend of the Lone Ranger","2945600","1981-08-20","94519467.333333333333"
"Action","Das Boot","85000000","1981-09-16","57748533.333333333333"
"Action","Mad Max 2","24600832","1981-12-24","37515477.333333333333"
"Action","The Man from Snowy River","20659423","1982-03-02","43420085.000000000000"
"Action","Conan the Barbarian","79114085","1982-04-02","41458113.333333333333"
"Action","Star Trek II: The Wrath of Khan","96800000","1982-06-03","65524502.666666666667"
"Action","Firefox","70687344","1982-06-13","82200476.333333333333"
"Action","Megaforce","0","1982-06-25","55829114.666666666667"
"Action","The Beastmaster","14056528","1982-08-20","28247957.333333333333"
"Action","Class of 1984","0","1982-08-20","4685509.333333333333"
"Action","First Blood","125212904","1982-10-22","46423144.000000000000"
"Action","Lone Wolf McQuade","12232628","1983-04-14","45815177.333333333333"
"Action","Return of the Jedi","572700000","1983-05-23","236715177.33333333"
"Action","Octopussy","187500000","1983-06-05","257477542.66666667"
"Action","Superman III","75850624","1983-06-17","278683541.33333333"
"Action","Krull","16519460","1983-07-29","93290028.000000000000"
"Action","Never Say Never Again","160000000","1983-10-07","84123361.333333333333"
"Action","Scarface","65884703","1983-12-08","80801387.666666666667"
"Action","The Ice Pirates","0","1984-03-16","75294901.000000000000"
"Action","The Toxic Avenger","0","1984-05-01","21961567.666666666667"
"Action","The Bounty","8613462","1984-05-04","2871154.000000000000"
"Action","Firestarter","17080167","1984-05-11","8564543.000000000000"
"Action","Indiana Jones and the Temple of Doom","333000000","1984-05-23","119564543.000000000000"
"Action","Star Trek III: The Search for Spock","87000000","1984-05-31","145693389.00000000"
"Action","Conan the Destroyer","100000000","1984-06-29","173333333.33333333"
"Action","Red Dawn","38376497","1984-08-10","75125499.000000000000"
"Action","Sheena","5778353","1984-08-17","48051616.666666666667"
"Action","The Terminator","78371200","1984-10-26","40842016.666666666667"
"Action","Beverly Hills Cop","316360478","1984-11-29","133503343.66666667"
"Action","Dune","30925690","1984-12-14","141885789.33333333"
"Action","The Last Dragon","25754284","1985-03-22","124346817.333333333333"
"Action","Red Sonja","6948633","1985-04-09","21209535.666666666667"
"Action","Subway","390659","1985-04-10","11031192.000000000000"
"Action","Rambo: First Blood Part II","300400432","1985-05-21","102579908.000000000000"
"Action","A View to a Kill","152427960","1985-05-24","151073017.00000000"
"Action","Mad Max Beyond Thunderdome","36230219","1985-06-29","163019537.00000000"
"Action","Silverado","0","1985-07-10","62886059.666666666667"
"Action","Invasion U.S.A.","0","1985-09-27","12076739.666666666667"
"Action","Commando","57500000","1985-10-03","19166666.666666666667"
"Action","Young Sherlock Holmes","0","1985-12-04","19166666.666666666667"
"Action","Highlander","5900000","1986-03-07","21133333.333333333333"
"Action","Top Gun","356830601","1986-05-16","120910200.333333333333"
"Action","Big Trouble in Little China","11000000","1986-05-30","124576867.000000000000"
"Action","Aliens","183316455","1986-07-18","183715685.33333333"
"Action","The Wraith","3500000","1986-11-21","65938818.333333333333"
"Action","The Golden Child","79817939","1986-12-12","88878131.333333333333"
"Action","Platoon","138530565","1986-12-18","73949501.333333333333"
"Action","Malone","0","1987-05-01","72782834.666666666667"
"Action","American Ninja 2: The Confrontation","0","1987-05-01","46176855.000000000000"
"Action","Ishtar","14375181","1987-05-15","4791727.000000000000"
"Action","Beverly Hills Cop II","299965036","1987-05-18","104780072.333333333333"
"Action","Predator","98235548","1987-06-11","137525255.00000000"
"Action","The Living Daylights","191185897","1987-06-29","196462160.33333333"
"Action","Superman IV: The Quest for Peace","19300000","1987-07-23","102907148.333333333333"
"Action","The Running Man","38122105","1987-11-13","82869334.000000000000"
"Action","Action Jackson","20256975","1988-02-12","25893026.666666666667"
"Action","Bloodsport","11806119","1988-02-26","23395066.333333333333"
"Action","Rambo III","189015611","1988-05-24","73692901.666666666667"
"Action","Phantasm II","7282851","1988-07-08","69368193.666666666667"
"Action","Die Hard","140767956","1988-07-15","112355472.666666666667"
"Action","Young Guns","44726644","1988-08-12","64259150.333333333333"
"Action","They Live","13008928","1988-11-23","66167842.666666666667"
"Action","The Toxic Avenger Part II","0","1989-02-24","19245190.666666666667"
"Action","Road House","30050028","1989-05-19","14352985.333333333333"
"Action","Indiana Jones and the Last Crusade","474171806","1989-05-24","168073944.66666667"
"Action","Star Trek V: The Final Frontier","70200000","1989-06-09","191473944.66666667"
"Action","Batman","411348924","1989-06-23","318573576.66666667"
"Action","Licence to Kill","156167015","1989-07-07","212571979.66666667"
"Action","The Abyss","90000098","1989-08-09","219172012.33333333"
"Action","Black Rain","45892212","1989-09-22","97353108.333333333333"
"Action","Henry V","0","1989-10-05","45297436.666666666667"
"Action","The Blood of Heroes","882290","1989-10-19","15591500.666666666667"
"Action","Tango & Cash","63408614","1989-12-22","21430301.333333333333"
"Action","Tremors","48572000","1990-01-19","37620968.000000000000"
"Action","The Hunt for Red October","199200000","1990-03-02","103726871.333333333333"
"Action","Total Recall","261317921","1990-06-01","169696640.33333333"
"Action","Dick Tracy","103738726","1990-06-15","188085549.00000000"
"Action","Die Hard 2","240031094","1990-07-02","201695913.66666667"
"Action","The Adventures of Ford Fairlane","20423389","1990-07-11","121397736.333333333333"
"Action","Quigley Down Under","0","1990-10-17","86818161.000000000000"
"Action","Predator 2","57120318","1990-11-20","25847902.333333333333"
"Action","Flight of the Intruder","0","1991-01-18","19040106.000000000000"
"Action","White Fang","34793160","1991-01-18","30637826.000000000000"
"Action","Teenage Mutant Ninja Turtles II: The Secret of the Ooze","78000000","1991-03-22","37597720.000000000000"
"Action","Stone Cold","0","1991-05-17","37597720.000000000000"
"Action","Hudson Hawk","17218080","1991-05-23","31739360.000000000000"
"Action","Beastmaster 2: Through the Portal of Time","869325","1991-06-08","6029135.000000000000"
"Action","Terminator 2: Judgment Day","520000000","1991-07-01","179362468.33333333"
"Action","Double Impact","30102717","1991-08-10","183657347.33333333"
"Action","Showdown in Little Tokyo","2275557","1991-08-23","184126091.33333333"
"Action","Harley Davidson and the Marlboro Man","7434726","1991-08-23","13271000.000000000000"
"Action","Star Trek VI: The Undiscovered Country","96900000","1991-12-05","35536761.000000000000"
"Action","Split Second","5","1992-05-01","34778243.666666666667"
"Action","Lethal Weapon 3","321731527","1992-05-15","139543844.00000000"
"Action","Alien³","159773545","1992-05-22","160501692.33333333"
"Action","Patriot Games","178051587","1992-06-04","219852219.66666667"
"Action","Batman Returns","280000000","1992-06-19","205941710.66666667"
"Action","El Mariachi","2040920","1992-09-04","153364169.00000000"
"Action","The Last of the Mohicans","75505856","1992-09-25","119182258.666666666667"
"Action","Fortress","6739141","1992-09-30","28095305.666666666667"
"Action","The Bodyguard","411006740","1992-11-25","164417245.66666667"
"Action","Alive","36733909","1993-01-15","151493263.33333333"
"Action","Nowhere to Run","0","1993-01-15","149246883.00000000"
"Action","Bound by Honor","0","1993-02-05","12244636.333333333333"
"Action","Teenage Mutant Ninja Turtles III","42000000","1993-03-17","14000000.000000000000"
"Action","The Adventures of Huck Finn","0","1993-04-02","14000000.000000000000"
"Action","RoboCop 3","10696210","1993-04-17","17565403.333333333333"
"Action","Excessive Force","1200000","1993-05-14","3965403.333333333333"
"Action","Menace II Society","27900000","1993-05-26","13265403.333333333333"
"Action","Cliffhanger","255000211","1993-05-28","94700070.333333333333"
"Action","Last Action Hero","137298489","1993-06-18","140066233.33333333"
"Action","The Fugitive","368875760","1993-08-06","253724820.00000000"
"Action","Only the Strong","3283371","1993-08-27","169819206.66666667"
"Action","True Romance","12281551","1993-09-09","128146894.000000000000"
"Action","Romeo Is Bleeding","3275585","1993-09-13","6280169.000000000000"
"Action","Airborne","2850263","1993-09-17","6135799.666666666667"
"Action","Killing Zoe","418961","1993-10-01","2181603.000000000000"
"Action","Tombstone","56505065","1993-12-25","19924763.000000000000"
"Action","醉拳二","0","1994-02-03","18974675.333333333333"
"Action","On Deadly Ground","49000000","1994-02-18","35168355.000000000000"
"Action","Sugar Hill","0","1994-02-25","16333333.333333333333"
"Action","3 Ninjas Kick Back","0","1994-05-06","16333333.333333333333"
"Action","The Crow","94000000","1994-05-11","31333333.333333333333"
"Action","Beverly Hills Cop III","119208989","1994-05-24","71069663.000000000000"
"Action","Speed","350448145","1994-06-09","187885711.33333333"
"Action","Wyatt Earp","25052000","1994-06-24","164903044.66666667"
"Action","Baby's Day Out","16671505","1994-07-01","130723883.333333333333"
"Action","The Shadow","48063435","1994-07-01","29928980.000000000000"
"Action","True Lies","378882411","1994-07-14","147872450.33333333"
"Action","Clear and Present Danger","215887717","1994-08-03","214277854.33333333"
"Action","Men of War","0","1994-09-04","198256709.33333333"
"Action","Timecop","101646581","1994-09-15","105844766.000000000000"
"Action","The River Wild","0","1994-09-30","33882193.666666666667"
"Action","The Specialist","170362582","1994-10-07","90669721.000000000000"
"Action","Bullets Over Broadway","0","1994-10-14","56787527.333333333333"
"Action","Star Trek: Generations","120000000","1994-11-17","96787527.333333333333"
"Action","A Low Down Dirty Shame","29392418","1994-11-23","49797472.666666666667"
"Action","Highlander III: The Sorcerer","36800000","1994-11-29","62064139.333333333333"
"Action","Street Fighter","99423521","1994-12-22","55205313.000000000000"
"Action","紅番區","32392047","1995-01-30","56205189.333333333333"
"Action","The Quick and the Dead","18552460","1995-02-09","50122676.000000000000"
"Action","Outbreak","189859560","1995-03-10","80268022.333333333333"
"Action","Tank Girl","4064495","1995-03-31","70825505.000000000000"
"Action","Bad Boys","141407024","1995-04-07","111777026.333333333333"
"Action","Kiss of Death","0","1995-04-21","48490506.333333333333"
"Action","Crimson Tide","157387195","1995-05-12","99598073.000000000000"
"Action","Die Hard: With a Vengeance","366101666","1995-05-19","174496287.00000000"
"Action","Braveheart","210000000","1995-05-24","244496287.00000000"
"Action","Batman Forever","336529144","1995-05-31","304210270.00000000"
"Action","Congo","152022101","1995-06-09","232850415.00000000"
"Action","First Knight","127600435","1995-07-07","205383893.33333333"
"Action","Species","113374103","1995-07-07","130998879.666666666667"
"Action","Under Siege 2: Dark Territory","104324083","1995-07-13","115099540.333333333333"
"Action","Waterworld","264218220","1995-07-28","160638802.00000000"
"Action","The Net","110627965","1995-07-28","159723422.66666667"
"Action","Virtuosity","24048000","1995-08-04","132964728.333333333333"
"Action","Mortal Kombat","122195920","1995-08-18","85623961.666666666667"
"Action","Desperado","25405445","1995-08-25","57216455.000000000000"
"Action","Hackers","7563728","1995-09-14","51721697.666666666667"
"Action","Assassins","30303072","1995-10-06","21090748.333333333333"
"Action","Jade","9851610","1995-10-13","15906136.666666666667"
"Action","GoldenEye","352194034","1995-11-16","130782905.333333333333"
"Action","Money Train","35431113","1995-11-21","132492252.333333333333"
"Action","Cutthroat Island","10017322","1995-12-22","132547489.666666666667"
"Action","From Dusk Till Dawn","25836616","1996-01-19","23761683.666666666667"
"Action","White Squall","10300000","1996-02-02","15384646.000000000000"
"Action","Broken Arrow","150270147","1996-02-09","62135587.666666666667"
"Action","Executive Decision","121969216","1996-03-15","94179787.666666666667"
"Action","Twister","494471524","1996-05-10","255570295.66666667"
"Action","Mission: Impossible","457696359","1996-05-22","358045699.66666667"
"Action","Spy Hard","0","1996-05-24","317389294.33333333"
"Action","The Phantom","17300889","1996-06-06","158332416.00000000"
"Action","The Rock","335062621","1996-06-06","117454503.333333333333"
"Action","Eraser","242295562","1996-06-21","198219690.66666667"
"Action","Independence Day","816969268","1996-06-25","464775817.00000000"
"Action","Silent Trigger","76382","1996-06-26","353113737.33333333"
"Action","Fled","17193231","1996-07-19","278079627.00000000"
"Action","Chain Reaction","60209334","1996-08-02","25826315.666666666667"
"Action","Escape from L.A.","42277365","1996-08-09","39893310.000000000000"
"Action","Maximum Risk","51702483","1996-09-13","51396394.000000000000"
"Action","The Glimmer Man","0","1996-10-04","31326616.000000000000"
"Action","The Long Kiss Goodnight","89456761","1996-10-11","47053081.333333333333"
"Action","Set It Off","41590886","1996-11-06","43682549.000000000000"
"Action","Ransom","309492681","1996-11-08","146846776.00000000"
"Action","Star Trek: First Contact","150000000","1996-11-21","167027855.66666667"
"Action","Daylight","159212469","1996-12-06","206235050.00000000"
"Action","Turbulence","11466088","1997-01-09","106892852.333333333333"
"Action","Shadow Conspiracy","2154540","1997-01-31","57611032.333333333333"
"Action","一個好人","18814720","1997-01-31","10811782.666666666667"
"Action","Dante's Peak","178127760","1997-02-07","66365673.333333333333"
"Action","Smilla's Sense of Snow","0","1997-02-13","65647493.333333333333"
"Action","The Saint","118063304","1997-04-03","98730354.666666666667"
"Action","Grosse Pointe Blank","28084357","1997-04-11","48715887.000000000000"
"Action","Volcano","0","1997-04-25","48715887.000000000000"
"Action","Breakdown","50159144","1997-05-02","26081167.000000000000"
"Action","Warriors of Virtue","0","1997-05-02","16719714.666666666667"
"Action","The Fifth Element","263920180","1997-05-07","104693108.000000000000"
"Action","The Lost World: Jurassic Park","229074524","1997-05-23","164331568.00000000"
"Action","Con Air","224012234","1997-06-01","239002312.66666667"
"Action","Speed 2: Cruise Control","164508066","1997-06-13","205864941.33333333"
"Action","Batman & Robin","238207122","1997-06-20","208909140.66666667"
"Action","Face/Off","245676146","1997-06-27","216130444.66666667"
"Action","Men in Black","589390539","1997-07-02","357757935.66666667"
"Action","Nothing to Lose","0","1997-07-18","278355561.66666667"
"Action","Air Force One","315156409","1997-07-25","301515649.33333333"
"Action","Spawn","87840042","1997-07-31","134332150.33333333"
"Action","Conspiracy Theory","136982834","1997-08-07","179993095.00000000"
"Action","Steel","1686429","1997-08-15","75503101.666666666667"
"Action","Cop Land","44862187","1997-08-15","61177150.000000000000"
"Action","Money Talks","0","1997-08-22","15516205.333333333333"
"Action","G.I. Jane","48169156","1997-08-22","31010447.666666666667"
"Action","The Edge","43312294","1997-09-06","30493816.666666666667"
"Action","Hav Plenty","0","1997-09-11","30493816.666666666667"
"Action","The Peacemaker","0","1997-09-26","14437431.333333333333"
"Action","Switchback","6482195","1997-10-31","2160731.666666666667"
"Action","Starship Troopers","121214377","1997-11-06","42565524.000000000000"
"Action","Mad City","10541523","1997-11-07","46079365.000000000000"
"Action","Alien: Resurrection","162000000","1997-11-12","97918633.333333333333"
"Action","The Jackal","159330280","1997-11-14","110623934.333333333333"
"Action","The Man Who Knew Too Little","13801755","1997-11-14","111710678.333333333333"
"Action","Mortal Kombat: Annihilation","51376861","1997-11-21","74836298.666666666667"
"Action","The Borrowers","0","1997-12-05","21726205.333333333333"
"Action","Tomorrow Never Dies","333011068","1997-12-11","128129309.666666666667"
"Action","Deep Rising","11203026","1998-01-30","114738031.333333333333"
"Action","The Replacement Killers","19204929","1998-02-06","121139674.333333333333"
"Action","The Man in the Iron Mask","0","1998-03-12","10135985.000000000000"
"Action","The Newton Boys","76000000","1998-03-26","31734976.333333333333"
"Action","Mercury Rising","0","1998-04-03","25333333.333333333333"
"Action","Vampires","0","1998-04-15","25333333.333333333333"
"Action","The Big Hit","27007143","1998-04-24","9002381.000000000000"
"Action","Deep Impact","140464664","1998-05-08","55823935.666666666667"
"Action","I Got the Hook Up","0","1998-05-27","55823935.666666666667"
"Action","Six Days Seven Nights","164000000","1998-06-12","101488221.333333333333"
"Action","Armageddon","553799566","1998-07-01","239266522.00000000"
"Action","Lethal Weapon 4","285444603","1998-07-10","334414723.00000000"
"Action","Small Soldiers","54682547","1998-07-10","297975572.00000000"
"Action","The Mask of Zorro","250288523","1998-07-16","196805224.33333333"
"Action","The Negotiator","44547681","1998-07-29","116506250.333333333333"
"Action","Lola rennt","7267585","1998-08-20","100701263.000000000000"
"Action","Blade","131183530","1998-08-21","60999598.666666666667"
"Action","Knock Off","0","1998-09-04","46150371.666666666667"
"Action","Six-String Samurai","124494","1998-09-18","43769341.333333333333"
"Action","Ronin","41610884","1998-09-25","13911792.666666666667"
"Action","Soldier","14567883","1998-10-23","18767753.666666666667"
"Action","The Siege","116672912","1998-11-06","57617226.333333333333"
"Action","Enemy of the State","250649836","1998-11-20","127296877.000000000000"
"Action","Star Trek: Insurrection","118000000","1998-12-10","161774249.33333333"
"Action","Mighty Joe Young","0","1998-12-25","122883278.666666666667"
"Action","The Boondock Saints","30471","1999-01-22","39343490.333333333333"
"Action","Payback","161626121","1999-02-05","53885530.666666666667"
"Action","Wing Commander","0","1999-03-11","53885530.666666666667"
"Action","The Corruptor","15156200","1999-03-12","58927440.333333333333"
"Action","The Matrix","463517383","1999-03-30","159557861.00000000"
"Action","eXistenZ","2856712","1999-04-14","160510098.33333333"
"Action","The Limey","3193102","1999-05-15","156522399.00000000"
"Action","Star Wars: Episode I - The Phantom Menace","924317558","1999-05-19","310122457.33333333"
"Action","Wild Wild West","222104681","1999-06-29","383205113.66666667"
"Action","Lake Placid","56870414","1999-07-15","401097551.00000000"
"Action","Inspector Gadget","0","1999-07-23","92991698.333333333333"
"Action","Deep Blue Sea","73648228","1999-07-28","43506214.000000000000"
"Action","One Man's Hero","0","1999-08-02","24549409.333333333333"
"Action","Universal Soldier: The Return","10667893","1999-08-05","28105373.666666666667"
"Action","Mystery Men","29762011","1999-08-06","13476634.666666666667"
"Action","In Too Deep","14011454","1999-08-25","18147119.333333333333"
"Action","The 13th Warrior","61698899","1999-08-27","35157454.666666666667"
"Action","Chill Factor","11263966","1999-09-01","28991439.666666666667"
"Action","Taxman","0","1999-09-16","24320955.000000000000"
"Action","Blue Streak","117758500","1999-09-17","43007488.666666666667"
"Action","Three Kings","108000000","1999-09-27","75252833.333333333333"
"Action","Joan of Arc","66976317","1999-10-18","97578272.333333333333"
"Action","The World Is Not Enough","361832400","1999-11-08","178936239.00000000"
"Action","End of Days","211989043","1999-11-24","213599253.33333333"
"Action","Gojira ni-sen mireniamu","10037390","1999-12-11","194619611.00000000"
"Action","Gun Shy","1631839","2000-02-04","74552757.333333333333"
"Action","Pitch Black","53187659","2000-02-18","21618962.666666666667"
"Action","3 Strikes","9000000","2000-03-01","21273166.000000000000"
"Action","Deterrence","0","2000-03-10","20729219.666666666667"
"Action","Romeo Must Die","91036760","2000-03-20","33345586.666666666667"
"Action","Ready to Rumble","12372410","2000-04-07","34469723.333333333333"
"Action","U-571","127666415","2000-04-20","77025195.000000000000"
"Action","Love & Basketball","27728118","2000-04-21","55922314.333333333333"
"Action","The Yards","0","2000-04-27","51798177.666666666667"
"Action","Gladiator","457640427","2000-05-01","161789515.00000000"
"Action","Battlefield Earth","21400000","2000-05-10","159680142.33333333"
"Action","Screwed","0","2000-05-12","159680142.33333333"
"Action","Small Time Crooks","0","2000-05-19","7133333.333333333333"
"Action","Mission: Impossible II","546388105","2000-05-24","182129368.33333333"
"Action","Shanghai Noon","56932305","2000-05-26","201106803.33333333"
"Action","Gone in Sixty Seconds","237202299","2000-06-09","280174236.33333333"
"Action","Shaft","107196498","2000-06-15","133777034.00000000"
"Action","Titan A.E.","36754634","2000-06-16","127051143.666666666667"
"Action","The Patriot","215294342","2000-06-28","119748491.333333333333"
"Action","The Adventures of Rocky & Bullwinkle","35134820","2000-06-30","95727932.000000000000"
"Action","Pokémon 3: The Movie","68411275","2000-07-08","106280145.666666666667"
"Action","X-Men","296339527","2000-07-13","133295207.333333333333"
"Action","Space Cowboys","128884132","2000-07-31","164544978.00000000"
"Action","Hollow Man","190213455","2000-08-04","205145704.66666667"
"Action","The Crew","0","2000-08-21","106365862.333333333333"
"Action","The Art of War","30199105","2000-08-23","73470853.333333333333"
"Action","O Brother, Where Art Thou?","71868327","2000-08-30","34022477.333333333333"
"Action","Dinner Rush","0","2000-09-01","34022477.333333333333"
"Action","Highlander: Endgame","15843608","2000-09-01","29237311.666666666667"
"Action","The Way of the Gun","19125401","2000-09-08","11656336.333333333333"
"Action","The Specials","0","2000-09-22","11656336.333333333333"
"Action","卧虎藏龙","213525736","2000-10-01","77550379.000000000000"
"Action","Get Carter","19412993","2000-10-06","77646243.000000000000"
"Action","Lucky Numbers","0","2000-10-27","77646243.000000000000"
"Action","Mercy Streets","0","2000-10-31","6470997.666666666667"
"Action","Charlie's Angels","264105545","2000-11-02","88035181.666666666667"
"Action","Red Planet","33463969","2000-11-10","99189838.000000000000"
"Action","Proof of Life","0","2000-12-08","99189838.000000000000"
"Action","Vertical Limit","215663859","2000-12-08","83042609.333333333333"
"Action","Miss Congeniality","212000000","2000-12-14","142554619.66666667"
"Action","Antitrust","18195610","2001-01-12","148619823.00000000"
"Action","Double Take","0","2001-01-12","76731870.000000000000"
"Action","Madison","0","2001-01-23","6065203.333333333333"
"Action","3000 Miles to Graceland","18720175","2001-02-23","6240058.333333333333"
"Action","Monkeybone","5409517","2001-02-23","8043230.666666666667"
"Action","The Mexican","147845033","2001-03-01","57324908.333333333333"
"Action","15 Minutes","56359980","2001-03-01","69871510.000000000000"
"Action","See Spot Run","0","2001-03-02","68068337.666666666667"
"Action","Exit Wounds","79958599","2001-03-13","45439526.333333333333"
"Action","Spy Kids","147934180","2001-03-18","75964259.666666666667"
"Action","Along Came a Spider","105178561","2001-04-06","111023780.000000000000"
"Action","The Other Side of Heaven","4720371","2001-04-12","85944370.666666666667"
"Action","The Forsaken","0","2001-04-27","36632977.333333333333"
"Action","Driven","54744738","2001-04-27","19821703.000000000000"
"Action","The Mummy Returns","433013274","2001-04-28","162586004.00000000"
"Action","A Knight's Tale","117487473","2001-05-11","201748495.00000000"
"Action","What's the Worst That Could Happen?","0","2001-05-31","183500249.00000000"
"Action","The Animal","84772742","2001-06-01","67420071.666666666667"
"Action","Swordfish","147080413","2001-06-07","77284385.000000000000"
"Action","Lara Croft: Tomb Raider","274703340","2001-06-11","168852165.00000000"
"Action","The Fast and the Furious","207283925","2001-06-22","209689226.00000000"
"Action","Pootie Tang","0","2001-06-29","160662421.66666667"
"Action","Final Fantasy: The Spirits Within","85131830","2001-07-02","97471918.333333333333"
"Action","Kiss of the Dragon","64437847","2001-07-06","49856559.000000000000"
"Action","少林足球","42776760","2001-07-12","64115479.000000000000"
"Action","The Score","71069884","2001-07-13","59428163.666666666667"
"Action","Made","5476060","2001-07-13","39774234.666666666667"
"Action","High Heels and Low Lifes","0","2001-07-16","25515314.666666666667"
"Action","Jurassic Park III","368780809","2001-07-18","124752289.666666666667"
"Action","Planet of the Apes","362211740","2001-07-25","243664183.00000000"
"Action","Rush Hour 2","347325802","2001-08-03","359439450.33333333"
"Action","Osmosis Jones","13596911","2001-08-07","241044817.66666667"
"Action","American Outlaws","13678913","2001-08-17","124867208.666666666667"
"Action","Ghosts of Mars","14010832","2001-08-24","13762218.666666666667"
"Action","Lucky Break","0","2001-08-24","9229915.000000000000"
"Action","Megiddo: The Omega Code 2","0","2001-09-07","4670277.333333333333"
"Action","The Musketeer","27053815","2001-09-07","9017938.333333333333"
"Action","Training Day","104876233","2001-10-05","43976682.666666666667"
"Action","Corky Romano","23978402","2001-10-12","51969483.333333333333"
"Action","Bandits","67631903","2001-10-12","65495512.666666666667"
"Action","All The Queen's Men","23000","2001-10-14","30544435.000000000000"
"Action","The Last Castle","27642707","2001-10-19","31765870.000000000000"
"Action","Wasabi","0","2001-10-31","9221902.333333333333"
"Action","The One","72700000","2001-11-02","33447569.000000000000"
"Action","The Wash","10229331","2001-11-16","27643110.333333333333"
"Action","Behind Enemy Lines","91753202","2001-11-17","58227511.000000000000"
"Action","Spy Game","143049560","2001-11-18","81677364.333333333333"
