"genre_name","movie_title","revenue","release_date","rolling_avg_revenue"
"Comedy","How to Fall in Love","0","2012-07-21","183122771.66666667"
"Comedy","The Watch","68267862","2012-07-26","22755954.000000000000"
"Comedy","Diary of a Wimpy Kid: Dog Days","77112176","2012-08-02","48460012.666666666667"
"Comedy","ParaNorman","107139399","2012-08-03","84173145.666666666667"
"Comedy","Celeste & Jesse Forever","3094813","2012-08-03","62448796.000000000000"
"Comedy","Bachelorette","11947954","2012-08-06","40727388.666666666667"
"Comedy","Hope Springs","114281051","2012-08-07","43107939.333333333333"
"Comedy","The Campaign","104907746","2012-08-09","77045583.666666666667"
"Comedy","Grabbers","0","2012-08-10","73062932.333333333333"
"Comedy","The Odd Life of Timothy Green","51854875","2012-08-15","52254207.000000000000"
"Comedy","Robot & Frank","3325038","2012-08-16","18393304.333333333333"
"Comedy","Hit & Run","14400000","2012-08-22","23193304.333333333333"
"Comedy","Vamps","0","2012-08-25","5908346.000000000000"
"Comedy","For a Good Time, Call...","1243961","2012-08-31","5214653.666666666667"
"Comedy","Seven Psychopaths","19422261","2012-09-07","6888740.666666666667"
"Comedy","Quartet","59520298","2012-09-08","26728840.000000000000"
"Comedy","The Brass Teapot","0","2012-09-08","26314186.333333333333"
"Comedy","Silver Linings Playbook","205738714","2012-09-08","88419670.666666666667"
"Comedy","Hotel Transylvania","358375603","2012-09-20","188038105.66666667"
"Comedy","Pitch Perfect","115350426","2012-09-28","226488247.66666667"
"Comedy","Frankenweenie","35287788","2012-10-04","169671272.33333333"
"Comedy","Here Comes the Boom","73100172","2012-10-11","74579462.000000000000"
"Comedy","Fun Size","11417362","2012-10-25","39935107.333333333333"
"Comedy","Un Plan parfait","0","2012-10-29","28172511.333333333333"
"Comedy","Wreck-It Ralph","471222889","2012-11-01","160880083.66666667"
"Comedy","Playing for Keeps","0","2012-11-29","157074296.33333333"
"Comedy","Khiladi 786","126","2012-12-07","157074338.33333333"
"Comedy","Ernest et Célestine","8109160","2012-12-12","2703095.333333333333"
"Comedy","The Guilt Trip","41863726","2012-12-19","16657670.666666666667"
"Comedy","This Is 40","88058786","2012-12-20","46010557.333333333333"
"Comedy","Parental Guidance","119772232","2012-12-25","83231581.333333333333"
"Comedy","Last I Heard","0","2013-01-01","69277006.000000000000"
"Comedy","Movie 43","32438988","2013-01-01","50737073.333333333333"
"Comedy","A Haunted House","60141683","2013-01-11","30860223.666666666667"
"Comedy","30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo","0","2013-01-14","30860223.666666666667"
"Comedy","Straight A's","0","2013-01-16","20047227.666666666667"
"Comedy","Warm Bodies","116980662","2013-01-31","38993554.000000000000"
"Comedy","Identity Thief","173965010","2013-02-07","96981890.666666666667"
"Comedy","Dry Spell","0","2013-02-14","96981890.666666666667"
"Comedy","Escape from Planet Earth","74597643","2013-02-14","82854217.666666666667"
"Comedy","Hansel and Gretel Get Baked","0","2013-02-19","24865881.000000000000"
"Comedy","Along the Roadside","0","2013-02-28","24865881.000000000000"
"Comedy","21 & Over","48065672","2013-03-01","16021890.666666666667"
"Comedy","Cheap Thrills","0","2013-03-08","16021890.666666666667"
"Comedy","The Incredible Burt Wonderstone","27437881","2013-03-14","25167851.000000000000"
"Comedy","The Croods","585178928","2013-03-20","204205603.00000000"
"Comedy","Admission","18000000","2013-03-21","210205603.00000000"
"Comedy","Scary Movie 5","78378744","2013-04-11","227185890.66666667"
"Comedy","The Big Wedding","21819348","2013-04-25","39399364.000000000000"
"Comedy","The Ghastly Love of Johnny X","0","2013-04-26","33399364.000000000000"
"Comedy","Peeples","0","2013-05-09","7273116.000000000000"
"Comedy","Frances Ha","4069826","2013-05-17","1356608.666666666667"
"Comedy","La grande bellezza","8371085","2013-05-21","4146970.333333333333"
"Comedy","The Way Way Back","23198652","2013-06-06","11879854.333333333333"
"Comedy","The Internship","44000000","2013-06-07","25189912.333333333333"
"Comedy","This Is the End","126041322","2013-06-12","64413324.666666666667"
"Comedy","Despicable Me 2","970761885","2013-06-25","380267735.66666667"
"Comedy","The Heat","158674180","2013-06-27","418492462.33333333"
"Comedy","Kevin Hart: Let Me Explain","32230907","2013-07-03","387222324.00000000"
"Comedy","Coffee Town","0","2013-07-09","63635029.000000000000"
"Comedy","Grown Ups 2","246984278","2013-07-11","93071728.333333333333"
"Comedy","The World's End","46089287","2013-07-18","97691188.333333333333"
"Comedy","R.I.P.D.","61648500","2013-07-18","118240688.333333333333"
"Comedy","RED 2","0","2013-07-18","35912595.666666666667"
"Comedy","No se Aceptan Devoluciones","99067206","2013-07-20","53571902.000000000000"
"Comedy","The To Do List","3566225","2013-07-24","34211143.666666666667"
"Comedy","Blue Jasmine","99206215","2013-07-25","67279882.000000000000"
"Comedy","Zombie Hunter","0","2013-07-25","34257480.000000000000"
"Comedy","Don Jon","0","2013-07-26","33068738.333333333333"
"Comedy","The Smurfs 2","347434178","2013-07-30","115811392.666666666667"
"Comedy","2 Guns","131940411","2013-08-02","159791529.66666667"
"Comedy","The Spectacular Now","6854611","2013-08-02","162076400.00000000"
"Comedy","We're the Millers","269994119","2013-08-07","136263047.00000000"
"Comedy","Los insólitos peces gato","0","2013-08-10","92282910.000000000000"
"Comedy","About Time","87100449","2013-08-16","119031522.666666666667"
"Comedy","Hross í oss","11","2013-08-30","29033486.666666666667"
"Comedy","Bad Words","7800000","2013-09-06","31633486.666666666667"
"Comedy","Begin Again","63464861","2013-09-07","23754957.333333333333"
"Comedy","All Is Bright","0","2013-09-10","23754953.666666666667"
"Comedy","Treading Water","0","2013-09-13","21154953.666666666667"
"Comedy","非常幸运","0","2013-09-17","0.00000000000000000000"
"Comedy","Enough Said","25288872","2013-09-18","8429624.000000000000"
"Comedy","A True Story","0","2013-09-20","8429624.000000000000"
"Comedy","Cloudy with a Chance of Meatballs 2","248384621","2013-09-26","91224497.666666666667"
"Comedy","Baggage Claim","22456509","2013-09-27","90280376.666666666667"
"Comedy","R100","0","2013-10-05","90280376.666666666667"
"Comedy","Delivery Man","51164106","2013-10-10","24540205.000000000000"
"Comedy","Signed, Sealed, Delivered","0","2013-10-13","17054702.000000000000"
"Comedy","Jackass Presents: Bad Grandpa","151831537","2013-10-22","67665214.333333333333"
"Comedy","La Navaja De Don Juan","0","2013-10-27","50610512.333333333333"
"Comedy","Free Birds","110000000","2013-10-30","87277179.000000000000"
"Comedy","Last Vegas","134402450","2013-10-31","81467483.333333333333"
"Comedy","Dom Hemingway","523511","2013-11-15","81641987.000000000000"
"Comedy","The Best Man Holiday","71625195","2013-11-15","68850385.333333333333"
"Comedy","Saving Mr. Banks","112544580","2013-11-16","61564428.666666666667"
"Comedy","Closer to the Moon","0","2013-11-29","61389925.000000000000"
"Comedy","A Madea Christmas","0","2013-12-13","37514860.000000000000"
"Comedy","The Secret Life of Walter Mitty","188133322","2013-12-18","62711107.333333333333"
"Comedy","Anchorman 2: The Legend Continues","173649015","2013-12-18","120594112.333333333333"
"Comedy","Grudge Match","44907260","2013-12-25","135563199.00000000"
"Comedy","The Wolf of Wall Street","392000694","2013-12-25","203518989.66666667"
"Comedy","August: Osage County","74188937","2013-12-26","170365630.33333333"
"Comedy","Ride Along","153997819","2014-01-07","206729150.00000000"
"Comedy","The Nut Job","0","2014-01-17","76062252.000000000000"
"Comedy","Wish I Was Here","5483299","2014-01-18","53160372.666666666667"
"Comedy","Hits","0","2014-01-21","1827766.333333333333"
"Comedy","That Awkward Moment","26049082","2014-01-29","10510793.666666666667"
"Comedy","The Lego Movie","469160692","2014-02-06","165069924.66666667"
"Comedy","About Last Night","49002684","2014-02-14","181404152.66666667"
"Comedy","The Grand Budapest Hotel","174600318","2014-02-26","230921231.33333333"
"Comedy","Elsa & Fred","0","2014-03-07","74534334.000000000000"
"Comedy","Love in the Time of Monsters","0","2014-03-08","58200106.000000000000"
"Comedy","Rio 2","500188435","2014-03-19","166729478.33333333"
"Comedy","Muppets Most Wanted","80383290","2014-03-20","193523908.33333333"
"Comedy","Moms' Night Out","10429707","2014-03-25","197000477.33333333"
"Comedy","The Other Woman","196781193","2014-04-16","95864730.000000000000"
"Comedy","A Haunted House 2","0","2014-04-17","69070300.000000000000"
"Comedy","Barbecue","14348529","2014-04-30","70376574.000000000000"
"Comedy","Plastic","0","2014-04-30","4782843.000000000000"
"Comedy","Neighbors","268157400","2014-05-08","94168643.000000000000"
"Comedy","Blended","123494610","2014-05-21","130550670.000000000000"
"Comedy","A Million Ways to Die in the West","0","2014-05-22","130550670.000000000000"
"Comedy","Drive Hard","0","2014-05-26","41164870.000000000000"
"Comedy","22 Jump Street","188441614","2014-06-05","62813871.333333333333"
"Comedy","Obvious Child","3123963","2014-06-06","63855192.333333333333"
"Comedy","How to Train Your Dragon 2","609123048","2014-06-12","266896208.33333333"
"Comedy","Fugly","0","2014-06-13","204082337.00000000"
"Comedy","Think Like a Man Too","70181428","2014-06-20","226434825.33333333"
"Comedy","Da Sweet Blood of Jesus","0","2014-06-22","23393809.333333333333"
"Comedy","Happy Christmas","0","2014-06-26","23393809.333333333333"
"Comedy","They Came Together","0","2014-06-27","0.00000000000000000000"
"Comedy","Tammy","100525432","2014-07-02","33508477.333333333333"
"Comedy","Sex Tape","126069509","2014-07-17","75531647.000000000000"
"Comedy","And So It Goes","25312387","2014-07-20","83969109.333333333333"
"Comedy","Alpha and Omega: The Legend of the Saw Tooth Cave","0","2014-07-21","50460632.000000000000"
"Comedy","Teenage Mutant Ninja Turtles","477200000","2014-08-07","167504129.00000000"
"Comedy","Let's Be Cops","136621271","2014-08-13","204607090.33333333"
"Comedy","Birdman","103215094","2014-08-27","239012121.66666667"
"Comedy","Housebound","0","2014-09-04","79945455.000000000000"
"Comedy","This Is Where I Leave You","41296320","2014-09-10","48170471.333333333333"
"Comedy","The Boxtrolls","108255770","2014-09-10","49850696.666666666667"
"Comedy","Tusk","1826705","2014-09-19","50459598.333333333333"
"Comedy","Not Cool","0","2014-09-23","36694158.333333333333"
"Comedy","The Book of Life","97437106","2014-10-01","33087937.000000000000"
"Comedy","Alexander and the Terrible, Horrible, No Good, Very Bad Day","100654149","2014-10-08","66030418.333333333333"
"Comedy","St. Vincent","54837234","2014-10-09","84309496.333333333333"
"Comedy","Rudderless","0","2014-10-17","51830461.000000000000"
"Comedy","The Sound and the Shadow","0","2014-10-19","18279078.000000000000"
"Comedy","Big Hero 6","652105443","2014-10-24","217368481.00000000"
"Comedy","The Last Five Years","0","2014-11-03","217368481.00000000"
"Comedy","Opposite Sex","45000","2014-11-08","217383481.00000000"
"Comedy","Dumb and Dumber To","169837010","2014-11-12","56627336.666666666667"
"Comedy","There's Always Woodstock","0","2014-11-14","56627336.666666666667"
"Comedy","Penguins of Madagascar","373552094","2014-11-22","181129701.33333333"
"Comedy","Horrible Bosses 2","107670357","2014-11-26","160407483.66666667"
"Comedy","Paddington","259207227","2014-11-27","246809892.66666667"
"Comedy","Top Five","25434291","2014-12-12","130770625.000000000000"
"Comedy","La Famille Bélier","0","2014-12-17","94880506.000000000000"
"Comedy","Night at the Museum: Secret of the Tomb","349424282","2014-12-17","124952857.666666666667"
"Comedy","Annie","133821816","2014-12-19","161082032.66666667"
"Comedy","Let's Kill Ward's Wife","0","2014-12-23","161082032.66666667"
"Comedy","Inherent Vice","11110975","2014-12-25","48310930.333333333333"
"Comedy","Into the Woods","212902372","2014-12-25","74671115.666666666667"
"Comedy","The Interview","12342632","2014-12-25","78785326.333333333333"
"Comedy","Mortdecai","30418560","2015-01-21","85221188.000000000000"
"Comedy","The SpongeBob Movie: Sponge Out of Water","311594032","2015-02-05","118118408.000000000000"
"Comedy","Accidental Love","0","2015-02-10","114004197.333333333333"
"Comedy","The DUFF","43528634","2015-02-20","118374222.000000000000"
"Comedy","Hot Tub Time Machine 2","12314651","2015-02-20","18614428.333333333333"
"Comedy","Focus","153962963","2015-02-25","69935416.000000000000"
"Comedy","The Second Best Exotic Marigold Hotel","85978266","2015-02-26","84085293.333333333333"
"Comedy","Unfinished Business","14431253","2015-03-05","84790827.333333333333"
"Comedy","Road Hard","0","2015-03-06","33469839.666666666667"
"Comedy","Walter","0","2015-03-13","4810417.666666666667"
"Comedy","Home","368871007","2015-03-18","122957002.333333333333"
"Comedy","Danny Collins","10835752","2015-03-19","126568919.666666666667"
"Comedy","Walking with the Dead","0","2015-03-20","126568919.666666666667"
"Comedy","Get Hard","111811453","2015-03-26","40882401.666666666667"
"Comedy","While We're Young","7587485","2015-04-03","39799646.000000000000"
"Comedy","Pourquoi j'ai pas mangé mon père","0","2015-04-08","39799646.000000000000"
"Comedy","Paul Blart: Mall Cop 2","107597242","2015-04-16","38394909.000000000000"
"Comedy","Little Boy","6420319","2015-04-23","38005853.666666666667"
"Comedy","Pitch Perfect 2","287506194","2015-05-07","133841251.66666667"
"Comedy","Hot Pursuit","51680201","2015-05-08","115202238.000000000000"
"Comedy","Aloha","26250020","2015-05-27","121812138.333333333333"
"Comedy","Inside Out","857611174","2015-06-09","311847131.66666667"
"Comedy","Minions","1156730962","2015-06-17","680197385.33333333"
"Comedy","Dope","17986781","2015-06-19","677442972.33333333"
"Comedy","Ted 2","217022588","2015-06-25","463913443.66666667"
"Comedy","Magic Mike XXL","122513057","2015-07-01","119174142.000000000000"
"Comedy","Stung","0","2015-07-03","113178548.333333333333"
"Comedy","Me You and Five Bucks","0","2015-07-07","40837685.666666666667"
"Comedy","Pixels","243637091","2015-07-16","81212363.666666666667"
"Comedy","Trainwreck","140795793","2015-07-17","128144294.666666666667"
"Comedy","Vacation","104384188","2015-07-28","162939024.00000000"
"Comedy","Karachi se Lahore","0","2015-07-31","81726660.333333333333"
"Comedy","Goosebumps","158162788","2015-08-05","87515658.666666666667"
"Comedy","The Man from U.N.C.L.E.","108145109","2015-08-13","88769299.000000000000"
"Comedy","வாலு","0","2015-08-14","88769299.000000000000"
"Comedy","Our Brand Is Crisis","7002261","2015-09-11","38382456.666666666667"
"Comedy","Julija in Alfa Romeo","0","2015-09-17","2334087.000000000000"
"Comedy","Hotel Transylvania 2","473226958","2015-09-21","160076406.33333333"
"Comedy","The Intern","194564672","2015-09-24","222597210.00000000"
"Comedy","Theresa Is a Mother","0","2015-09-25","222597210.00000000"
"Comedy","R.L. Stine's Monsterville: The Cabinet of Souls","0","2015-09-29","64854890.666666666667"
"Comedy","Don Gato: El inicio de la pandilla","0","2015-10-30","0.00000000000000000000"
"Comedy","Love the Coopers","24000000","2015-11-12","8000000.000000000000"
"Comedy","Krampus","61548707","2015-11-26","28516235.666666666667"
"Comedy","Christmas Eve","0","2015-12-04","28516235.666666666667"
"Comedy","The Big Short","133346506","2015-12-11","64965071.000000000000"
"Comedy","The Ridiculous 6","0","2015-12-11","44448835.333333333333"
"Comedy","American Hero","0","2015-12-11","44448835.333333333333"
"Comedy","Alvin and the Chipmunks: The Road Chip","233755553","2015-12-17","77918517.666666666667"
"Comedy","Joy","101134059","2015-12-24","111629870.666666666667"
"Comedy","Daddy's Home","242786137","2015-12-25","192558583.00000000"
"Comedy","Anomalisa","5659286","2015-12-30","116526494.000000000000"
"Comedy","Ride Along 2","124827316","2016-01-14","124424246.333333333333"
"Comedy","Dirty Grandpa","94073028","2016-01-21","74853210.000000000000"
"Comedy","How to Be Single","112343513","2016-01-21","110414619.000000000000"
"Comedy","Kung Fu Panda 3","521170825","2016-01-23","242529122.00000000"
"Comedy","Fifty Shades of Black","21164799","2016-01-28","218226379.00000000"
"Comedy","Pride and Prejudice and Zombies","16374328","2016-02-04","186236650.66666667"
"Comedy","Hail, Caesar!","63647656","2016-02-05","33728927.666666666667"
"Comedy","Zoolander 2","55969000","2016-02-06","45330328.000000000000"
"Comedy","Deadpool","783112979","2016-02-09","300909878.33333333"
"Comedy","Eddie the Eagle","46152800","2016-02-26","295078259.66666667"
"Comedy","A Beginner's Guide to Snuff","0","2016-03-04","276421926.33333333"
"Comedy","The Perfect Match","0","2016-03-11","15384266.666666666667"
"Comedy","My Big Fat Greek Wedding 2","88923251","2016-03-23","29641083.666666666667"
"Comedy","Médecin de campagne","0","2016-03-23","29641083.666666666667"
"Comedy","Compadres","0","2016-03-31","29641083.666666666667"
"Comedy","The Boss","78636257","2016-04-07","26212085.666666666667"
"Comedy","Keanu","20566327","2016-04-21","33067528.000000000000"
"Comedy","Neighbors 2: Sorority Rising","108758521","2016-05-04","69320368.333333333333"
"Comedy","Florence Foster Jenkins","48902953","2016-05-06","59409267.000000000000"
"Comedy","Teenage Mutant Ninja Turtles: Out of the Shadows","245623848","2016-06-01","134428440.66666667"
"Comedy","Now You See Me 2","334901337","2016-06-02","209809379.33333333"
"Comedy","Central Intelligence","216972543","2016-06-15","265832576.00000000"
"Comedy","Yoga Hosers","0","2016-07-08","183957960.00000000"
"Comedy","Sausage Party","140752617","2016-07-11","119241720.000000000000"
"Comedy","Ghostbusters","229147509","2016-07-14","123300042.000000000000"
"Comedy","Bad Moms","183936074","2016-07-28","184612066.66666667"
"Comedy","Growing Up Smith","0","2017-02-03","137694527.66666667"
"Crime","The Lady from Shanghai","0","1947-12-24","0.00000000000000000000"
"Crime","Open Secret","0","1948-02-14","0.00000000000000000000"
"Crime","Deadline - U.S.A.","0","1952-03-14","0.00000000000000000000"
"Crime","Niagara","8500000","1953-01-21","2833333.333333333333"
"Crime","On the Waterfront","9600000","1954-06-22","6033333.333333333333"
"Crime","West Side Story","43656822","1961-10-18","20585607.333333333333"
"Crime","To Kill a Mockingbird","13129846","1962-12-25","22128889.333333333333"
"Crime","It's a Mad, Mad, Mad, Mad World","60000000","1963-11-07","38928889.333333333333"
"Crime","Harper","12000000","1966-02-23","28376615.333333333333"
"Crime","Batman","0","1966-07-30","24000000.000000000000"
"Crime","Point Blank","3200000","1967-08-30","5066666.666666666667"
"Crime","In Cold Blood","13007551","1967-12-14","5402517.000000000000"
"Crime","Gli intoccabili","0","1969-04-01","5402517.000000000000"
"Crime","La sirène du Mississipi","0","1969-06-18","4335850.333333333333"
"Crime","Butch Cassidy and the Sundance Kid","102308889","1969-09-23","34102963.000000000000"
"Crime","The Night Visitor","0","1971-01-01","34102963.000000000000"
"Crime","The French Connection","41158757","1971-10-09","47822548.666666666667"
"Crime","Pink Flamingos","6000000","1972-03-12","15719585.666666666667"
"Crime","The Godfather","245066411","1972-03-14","97408389.333333333333"
"Crime","Frenzy","12600000","1972-05-25","87888803.666666666667"
"Crime","Mean Streets","3000000","1973-10-02","86888803.666666666667"
"Crime","The Sting","159616327","1973-12-25","58405442.333333333333"
"Crime","The Conversation","4420000","1974-04-07","55678775.666666666667"
"Crime","The Godfather: Part II","47542841","1974-12-20","70526389.333333333333"
"Crime","Taxi Driver","28262574","1976-02-07","26741805.000000000000"
"Crime","Family Plot","7900000","1976-04-09","27901805.000000000000"
"Crime","The First Great Train Robbery","0","1979-01-25","12054191.333333333333"
"Crime","Escape from Alcatraz","43000000","1979-06-22","16966666.666666666667"
"Crime","The Blues Brothers","115229890","1980-06-17","52743296.666666666667"
"Crime","Nighthawks","19905359","1981-03-17","59378416.333333333333"
"Crime","The Postman Always Rings Twice","0","1981-03-20","45045083.000000000000"
"Crime","The Pursuit of D.B. Cooper","0","1981-11-13","6635119.666666666667"
"Crime","Butterfly","0","1982-02-05","0.00000000000000000000"
"Crime","Class of 1984","0","1982-08-20","0.00000000000000000000"
"Crime","The Outsiders","33697647","1983-03-25","11232549.000000000000"
"Crime","Lone Wolf McQuade","12232628","1983-04-14","15310091.666666666667"
"Crime","Scarface","65884703","1983-12-08","37271659.333333333333"
"Crime","Once Upon a Time in America","0","1984-02-16","26039110.333333333333"
"Crime","Repo Man","2300000","1984-02-20","22728234.333333333333"
"Crime","Police Academy","146198896","1984-03-22","49499632.000000000000"
"Crime","Body Double","8801940","1984-10-25","52433612.000000000000"
"Crime","Beverly Hills Cop","316360478","1984-11-29","157120438.00000000"
"Crime","The Cotton Club","25928721","1984-12-14","117030379.666666666667"
"Crime","Witness","68706993","1985-02-08","136998730.66666667"
"Crime","Silverado","0","1985-07-10","31545238.000000000000"
"Crime","Young Sherlock Holmes","0","1985-12-04","22902331.000000000000"
"Crime","Legal Eagles","0","1986-06-18","0.00000000000000000000"
"Crime","Stand by Me","52287414","1986-08-22","17429138.000000000000"
"Crime","River's Edge","0","1986-08-27","17429138.000000000000"
"Crime","The Wraith","3500000","1986-11-21","18595804.666666666667"
"Crime","Beverly Hills Cop II","299965036","1987-05-18","101155012.000000000000"
"Crime","The Untouchables","76270454","1987-06-02","126578496.666666666667"
"Crime","Wall Street","43848069","1987-12-10","140027853.00000000"
"Crime","Action Jackson","20256975","1988-02-12","46791832.666666666667"
"Crime","Prison","354704","1988-03-04","21486582.666666666667"
"Crime","Midnight Run","38413606","1988-07-20","19675095.000000000000"
"Crime","Young Guns","44726644","1988-08-12","27831651.333333333333"
"Crime","Sea of Love","110879513","1989-09-15","64673254.333333333333"
"Crime","Black Rain","45892212","1989-09-22","67166123.000000000000"
"Crime","We're No Angels","0","1989-12-15","52257241.666666666667"
"Crime","Dick Tracy","103738726","1990-06-15","49876979.333333333333"
"Crime","The Adventures of Ford Fairlane","20423389","1990-07-11","41387371.666666666667"
"Crime","GoodFellas","46836394","1990-09-12","56999503.000000000000"
"Crime","The Godfather: Part III","136766062","1990-12-24","68008615.000000000000"
"Crime","The Silence of the Lambs","272742922","1991-02-01","152115126.00000000"
"Crime","Stone Cold","0","1991-05-17","136502994.66666667"
"Crime","The Naked Gun 2½: The Smell of Fear","86930411","1991-06-28","119891111.000000000000"
"Crime","Boyz n the Hood","57504069","1991-07-12","48144826.666666666667"
"Crime","Double Impact","30102717","1991-08-10","58179065.666666666667"
"Crime","Cape Fear","182300000","1991-11-15","89968928.666666666667"
"Crime","Split Second","5","1992-05-01","70800907.333333333333"
"Crime","Lethal Weapon 3","321731527","1992-05-15","168010510.66666667"
"Crime","Patriot Games","178051587","1992-06-04","166594373.00000000"
"Crime","Raising Cain","37170057","1992-08-07","178984390.33333333"
"Crime","Light Sleeper","0","1992-08-21","71740548.000000000000"
"Crime","Reservoir Dogs","14661007","1992-09-02","17277021.333333333333"
"Crime","The Crying Game","62548947","1992-09-02","25736651.333333333333"
"Crime","El Mariachi","2040920","1992-09-04","26416958.000000000000"
"Crime","Glengarry Glen Ross","10725228","1992-09-15","25105031.666666666667"
"Crime","Home Alone 2: Lost in New York","358991681","1992-11-19","123919276.333333333333"
"Crime","Hoffa","0","1992-12-25","123238969.666666666667"
"Crime","Bound by Honor","0","1993-02-05","119663893.666666666667"
"Crime","RoboCop 3","10696210","1993-04-17","3565403.333333333333"
"Crime","Menace II Society","27900000","1993-05-26","12865403.333333333333"
"Crime","The Fugitive","368875760","1993-08-06","135823990.00000000"
"Crime","True Romance","12281551","1993-09-09","136352437.00000000"
"Crime","Romeo Is Bleeding","3275585","1993-09-13","128144298.666666666667"
"Crime","Killing Zoe","418961","1993-10-01","5325365.666666666667"
"Crime","The Pelican Brief","195268056","1993-12-16","66320867.333333333333"
"Crime","The Naked Gun 33⅓: The Final Insult","51132598","1994-03-18","82273205.000000000000"
"Crime","Serial Mom","7820688","1994-04-13","84740447.333333333333"
"Crime","Beverly Hills Cop III","119208989","1994-05-24","59387425.000000000000"
"Crime","Police Academy: Mission to Moscow","126247","1994-06-09","42385308.000000000000"
"Crime","Speed","350448145","1994-06-09","156594460.33333333"
"Crime","The Client","117615211","1994-07-20","156063201.00000000"
"Crime","The Mask","351583407","1994-07-29","273215587.66666667"
"Crime","Timecop","101646581","1994-09-15","190281733.00000000"
"Crime","The Shawshank Redemption","28341469","1994-09-23","160523819.00000000"
"Crime","The River Wild","0","1994-09-30","43329350.000000000000"
"Crime","Pulp Fiction","213928762","1994-10-08","80756743.666666666667"
"Crime","A Low Down Dirty Shame","29392418","1994-11-23","81107060.000000000000"
"Crime","Disclosure","214015089","1994-12-09","152445423.00000000"
"Crime","紅番區","32392047","1995-01-30","91933184.666666666667"
"Crime","The Jerky Boys","0","1995-02-03","82135712.000000000000"
"Crime","Bad Boys","141407024","1995-04-07","57933023.666666666667"
"Crime","Kiss of Death","0","1995-04-21","47135674.666666666667"
"Crime","Tales from the Hood","12000000","1995-05-24","51135674.666666666667"
"Crime","Batman Forever","336529144","1995-05-31","116176381.333333333333"
"Crime","The Usual Suspects","23341568","1995-07-19","123956904.000000000000"
"Crime","Kids","7412216","1995-07-28","122427642.666666666667"
"Crime","The Net","110627965","1995-07-28","47127249.666666666667"
"Crime","Virtuosity","24048000","1995-08-04","47362727.000000000000"
"Crime","Desperado","25405445","1995-08-25","53360470.000000000000"
"Crime","Hackers","7563728","1995-09-14","19005724.333333333333"
"Crime","Se7en","327311859","1995-09-22","120093677.333333333333"
"Crime","Assassins","30303072","1995-10-06","121726219.666666666667"
"Crime","Get Shorty","115101622","1995-10-20","157572184.33333333"
"Crime","Ace Ventura: When Nature Calls","212385533","1995-11-10","119263409.000000000000"
"Crime","Money Train","35431113","1995-11-21","120972756.000000000000"
"Crime","Casino","116112375","1995-11-22","121309673.666666666667"
"Crime","Things to Do in Denver When You're Dead","529766","1995-12-01","50691084.666666666667"
"Crime","Four Rooms","4300000","1995-12-09","40314047.000000000000"
"Crime","From Dusk Till Dawn","25836616","1996-01-19","10222127.333333333333"
"Crime","The Funeral","1227324","1996-01-26","10454646.666666666667"
"Crime","Bottle Rocket","560069","1996-02-21","9208003.000000000000"
"Crime","Trainspotting","16491080","1996-02-23","6092824.333333333333"
"Crime","Faithful","9789900","1996-04-03","8947016.333333333333"
"Crime","A Thin Line Between Love and Hate","0","1996-04-04","8760326.666666666667"
"Crime","Striptease","113309743","1996-06-28","41033214.333333333333"
"Crime","A Time to Kill","152266007","1996-07-24","88525250.000000000000"
"Crime","Kansas City","0","1996-08-16","88525250.000000000000"
"Crime","Albino Alligator","0","1996-09-09","50755335.666666666667"
"Crime","Bound","7011317","1996-09-13","2337105.666666666667"
"Crime","Blood and Wine","0","1996-10-03","2337105.666666666667"
"Crime","The Glimmer Man","0","1996-10-04","2337105.666666666667"
"Crime","The Long Kiss Goodnight","89456761","1996-10-11","29818920.333333333333"
"Crime","Sleepers","165615285","1996-10-18","85024015.333333333333"
"Crime","Set It Off","41590886","1996-11-06","98887644.000000000000"
"Crime","Scream","173046663","1996-12-20","126750944.666666666667"
"Crime","Turbulence","11466088","1997-01-09","75367879.000000000000"
"Crime","Hurricane Streets","0","1997-01-21","61504250.333333333333"
"Crime","一個好人","18814720","1997-01-31","10093602.666666666667"
"Crime","Smilla's Sense of Snow","0","1997-02-13","6271573.333333333333"
"Crime","Absolute Power","50068310","1997-02-14","22961010.000000000000"
"Crime","Donnie Brasco","41954997","1997-02-27","30674435.666666666667"
"Crime","The Devil's Own","140807547","1997-03-12","77610284.666666666667"
"Crime","8 Heads in a Duffel Bag","0","1997-04-18","60920848.000000000000"
"Crime","Austin Powers: International Man of Mystery","67683989","1997-05-02","69497178.666666666667"
"Crime","Con Air","224012234","1997-06-01","97232074.333333333333"
"Crime","Batman & Robin","238207122","1997-06-20","176634448.33333333"
"Crime","Face/Off","245676146","1997-06-27","235965167.33333333"
"Crime","Cop Land","44862187","1997-08-15","176248485.00000000"
"Crime","Shooting Fish","302204","1997-08-22","96946845.666666666667"
"Crime","The Spanish Prisoner","13835130","1997-09-08","19666507.000000000000"
"Crime","L.A. Confidential","126216940","1997-09-19","46784758.000000000000"
"Crime","Kiss the Girls","60527873","1997-10-03","66859981.000000000000"
"Crime","Rien ne va plus","0","1997-10-15","62248271.000000000000"
"Crime","キュア","99000","1997-11-06","20208957.666666666667"
"Crime","The Jackal","159330280","1997-11-14","53143093.333333333333"
"Crime","The Man Who Knew Too Little","13801755","1997-11-14","57743678.333333333333"
"Crime","The Rainmaker","45916769","1997-11-18","73016268.000000000000"
