"8","4"
"9","4"
"10","4"
"11","4"
"24","8"
"25","8"
"28","4"
"29","5"
"30","4"
"31","5"
"53","3"
"57","3"
"60","3"
"65","3"
"80","6"
"133","3"
"237","3"
"243","3"
"265","4"
"281","8"
"304","5"
"322","4"
"332","3"
"390","5"
"401","3"
"488","6"
"492","5"
"504","5"
"509","3"
"574","6"
"575","4"
"580","4"
"583","3"
"586","3"
"589","4"
"632","8"
"636","3"
"651","4"
"652","3"
"664","3"
"676","4"
"677","5"
"691","3"
"716","7"
"717","3"
"723","3"
"734","7"
"770","6"
"771","6"
"792","4"
"802","5"
"803","4"
"804","4"
"886","3"
"887","3"
"913","3"
"932","3"
"967","3"
"972","3"
"998","3"
"1001","3"
"1002","3"
"1003","3"
"1014","8"
"1015","8"
"1019","3"
"1020","3"
"1030","5"
"1034","4"
"1061","5"
"1062","4"
"1064","3"
"1134","3"
"1135","3"
"1136","3"
"1137","3"
"1149","4"
"1175","3"
"1176","3"
"1195","3"
"1210","3"
"1221","3"
"1240","6"
"1244","3"
"1246","4"
"1272","3"
"1273","3"
"1278","5"
"1279","5"
"1291","6"
"1292","3"
"1294","3"
"1295","4"
"1347","3"
"1367","5"
"1368","3"
"1375","3"
"1409","3"
"1412","3"
"1415","6"
"1500","3"
"1501","3"
"1502","5"
"1505","3"
"1561","8"
"1562","7"
"1578","8"
"1579","4"
"1580","3"
"1611","3"
"1689","4"
"1692","3"
"1693","3"
"1730","6"
"1763","3"
"1807","4"
"1808","3"
"1809","4"
"1824","3"
"1825","3"
"1826","3"
"1827","3"
"1829","3"
"1863","3"
"1891","3"
"1893","8"
"1894","8"
"1896","8"
"1958","3"
"1973","3"
"1974","3"
"1975","3"
"1976","3"
"1979","3"
"1980","4"
"2006","3"
"2012","3"
"2018","4"
"2041","3"
"2059","4"
"2078","3"
"2094","3"
"2096","5"
"2140","6"
"2156","3"
"2209","4"
"2210","4"
"2216","4"
"2223","3"
"2225","3"
"2230","4"
"2265","3"
"2286","3"
"2453","4"
"2506","3"
"2593","3"
"2618","3"
"2619","3"
"2651","3"
"2652","5"
"2662","4"
"2769","3"
"2811","3"
"2812","4"
"2814","3"
"2841","3"
"2844","3"
"2865","4"
"2866","3"
"2867","3"
"2869","3"
"2870","3"
"2902","8"
"2911","3"
"2916","6"
"2917","3"
"2946","3"
"2947","3"
"2948","3"
"2953","3"
"2969","3"
"2970","4"
"2971","3"
"2972","4"
"2973","3"
"2999","3"
"3019","5"
"3020","4"
"3021","5"
"3022","3"
"3033","6"
"3050","3"
"3051","4"
"3065","3"
"3086","3"
"3087","4"
"3110","8"
"3117","3"
"3118","3"
"3130","5"
"3156","3"
"3174","3"
"3207","3"
"3212","3"
"3245","3"
"3246","3"
"3258","7"
"3259","7"
"3260","7"
"3322","3"
"3363","3"
"3376","3"
"3448","3"
"3492","3"
"3498","3"
"3504","4"
"3515","3"
"3528","8"
"3529","8"
"3554","4"
"3581","3"
"3594","8"
"3599","3"
"3613","5"
"3614","6"
"3660","7"
"3661","8"
"3666","3"
"3703","3"
"3704","3"
"3706","4"
"3708","3"
"3724","4"
"3744","6"
"3745","6"
"3753","3"
"3768","3"
"3770","3"
"3771","3"
"3772","3"
"3832","3"
"3833","3"
"3834","3"
"3883","3"
"3892","6"
"3894","3"
"3895","5"
"3896","3"
"3898","3"
"3918","3"
"3977","3"
"3984","5"
"3993","4"
"4001","3"
"4012","3"
"4023","3"
"4028","4"
"4036","3"
"4037","3"
"4042","3"
"4043","4"
"4058","5"
"4080","3"
"4081","3"
"4099","4"
"4102","3"
"4114","3"
"4117","4"
"4119","8"
"4121","3"
"4138","4"
"4155","6"
"4156","6"
"4211","3"
"4213","3"
"4266","7"
"4284","3"
"4308","3"
"4330","3"
"4352","6"
"4354","4"
"4418","3"
"4419","3"
"4420","3"
"4423","3"
"4424","3"
"4446","4"
"4455","5"
"4456","4"
"4466","8"
"4474","3"
"4476","4"
"4505","3"
"4516","3"
"4519","3"
"4527","3"
"4571","6"
"4583","4"
"4584","4"
"4589","3"
"4625","3"
"4638","5"
"4639","3"
"4648","3"
"4657","3"
"4667","3"
"4674","5"
"4675","5"
"4689","3"
"4699","4"
"4739","3"
"4740","3"
"4753","3"
"4910","4"
"4920","3"
"4935","3"
"4936","3"
"4997","3"
"5000","4"
"5032","3"
"5042","4"
"5043","4"
"5047","3"
"5084","4"
"5085","3"
"5117","3"
"5123","4"
"5128","3"
"5178","5"
"5189","3"
"5191","6"
"5192","3"
"5217","3"
"5218","4"
"5247","3"
"5267","4"
"5268","5"
"5278","6"
"5303","4"
"5316","6"
"5330","3"
"5332","3"
"5342","3"
"5357","3"
"5358","8"
"5359","8"
"5360","8"
"5380","3"
"5399","3"
"5400","3"
"5431","3"
"5433","4"
"5434","4"
"5437","3"
"5438","3"
"5442","4"
"5443","5"
"5451","5"
"5483","3"
"5484","3"
"5486","3"
"5493","7"
"5497","8"
"5503","3"
"5505","4"
"5508","3"
"5509","3"
"5510","3"
"5511","4"
"5512","4"
"5513","4"
"5515","3"
"5526","6"
"5527","6"
"5528","4"
"5565","8"
"5574","4"
"5610","3"
"5611","3"
"5612","3"
"5649","4"
"5650","4"
"5686","4"
"5687","4"
"5696","3"
"5705","4"
"5706","3"
"5707","3"
"5727","3"
"5728","4"
"5729","3"
"5730","5"
"5737","3"
"5786","3"
"5787","4"
"5788","3"
"5825","3"
"5827","3"
"5835","4"
"5836","7"
"5876","4"
"5877","3"
"5891","4"
"5892","4"
"5907","3"
"5944","5"
"5945","4"
"5946","4"
"5950","3"
"5976","3"
"5995","3"
"5999","4"
"6000","3"
"6029","5"
"6035","6"
"6036","3"
"6044","3"
"6065","3"
"6066","3"
"6082","6"
"6106","4"
"6180","5"
"6186","4"
"6191","3"
"6192","3"
"6194","8"
"6195","8"
"6227","3"
"6254","3"
"6255","3"
"6344","3"
"6368","3"
"6385","3"
"6393","3"
"6395","3"
"6424","3"
"6462","3"
"6466","3"
"6468","3"
"6474","6"
"6492","8"
"6508","3"
"6509","3"
"6541","3"
"6577","8"
"6578","8"
"6588","3"
"6592","4"
"6611","3"
"6632","3"
"6633","3"
"6672","3"
"6675","3"
"6691","4"
"6701","7"
"6717","3"
"6720","4"
"6721","3"
"6722","4"
"6723","3"
"6740","6"
"6787","3"
"6788","4"
"6803","4"
"6809","3"
"6828","8"
"6830","3"
"6835","3"
"6838","6"
"6839","6"
"6858","6"
"6859","6"
"6880","7"
"6902","6"
"6907","5"
"6919","3"
"6920","8"
"6927","3"
"6942","3"
"6956","3"
"6958","3"
"6959","5"
"6967","4"
"7003","3"
"7015","7"
"7037","3"
"7043","4"
"7063","4"
"7064","3"
"7121","4"
"7122","4"
"7138","3"
"7157","3"
"7159","4"
"7160","3"
"7161","3"
"7165","3"
"7190","3"
"7208","3"
"7228","3"
"7264","3"
"7283","3"
"7294","6"
"7295","3"
"7296","3"
"7307","7"
"7308","6"
"7309","6"
"7318","3"
"7319","3"
"7339","4"
"7341","3"
"7390","8"
"7392","3"
"7393","3"
"7399","6"
"7425","3"
"7465","3"
"7480","4"
"7493","3"
"7508","6"
"7545","3"
"7549","3"
"7565","3"
"7568","8"
"7578","5"
"7579","6"
"7580","5"
"7608","4"
"7612","5"
"7614","3"
"7615","3"
"7626","7"
"7637","3"
"7665","4"
"7673","3"
"7674","3"
"7680","3"
"7681","3"
"7682","3"
"7683","3"
"7684","3"
"7701","3"
"7708","3"
"7710","3"
"7716","3"
"7737","6"
"7739","3"
"7741","5"
"7795","8"
"7796","8"
"7805","4"
"7845","4"
"7884","3"
"7896","3"
"7897","3"
"7964","3"
"7965","4"
"7975","4"
"7976","3"
"7977","3"
"7980","3"
"7981","3"
"7992","4"
"7993","3"
"7998","3"
"8025","7"
"8026","5"
"8035","3"
"8060","4"
"8076","8"
"8077","8"
"8078","8"
"8084","3"
"8110","4"
"8111","3"
"8113","3"
"8185","4"
"8186","3"
"8204","4"
"8249","5"
"8250","6"
"8261","3"
"8271","3"
"8273","8"
"8277","3"
"8290","3"
"8291","4"
"8292","4"
"8310","3"
"8327","4"
"8328","5"
"8355","4"
"8365","8"
"8391","4"
"8393","3"
"8407","8"
"8417","8"
"8433","8"
"8434","8"
"8472","3"
"8475","5"
"8510","3"
"8558","8"
"8571","4"
"8582","3"
"8585","8"
"8596","3"
"8626","6"
"8664","5"
"8712","3"
"8731","6"
"8813","7"
"8823","3"
"8828","3"
"8829","3"
"8830","3"
"8832","3"
"8834","3"
"8836","3"
"8839","3"
"8856","4"
"8857","4"
"8858","6"
"8859","3"
"8861","3"
"8892","3"
"8893","3"
"8894","5"
"8895","5"
"8897","3"
"8904","3"
"8923","6"
"8933","5"
"8934","4"
"8935","4"
"8936","4"
"8937","4"
"8943","5"
"8944","6"
"8965","3"
"8999","3"
"9025","3"
"9027","3"
"9068","3"
"9087","5"
"9105","4"
"9126","3"
"9127","3"
"9140","6"
"9153","3"
"9154","4"
"9181","4"
"9182","4"
"9194","4"
"9195","4"
"9196","4"
"9197","6"
"9206","4"
"9207","3"
"9217","3"
"9265","3"
"9325","8"
"9366","3"
"9382","4"
"9391","3"
"9392","4"
"9415","3"
"9434","4"
"9442","3"
"9452","3"
"9453","3"
"9454","3"
"9457","4"
"9458","3"
"9459","3"
"9460","3"
"9467","6"
"9468","5"
"9483","8"
"9484","3"
"9515","3"
"9519","3"
"9528","4"
"9556","3"
"9569","6"
"9576","3"
"9584","4"
"9588","3"
"9589","3"
"9590","3"
"9591","3"
"9592","3"
"9615","3"
"9620","6"
"9640","8"
"9680","4"
"9681","4"
"9682","4"
"9683","4"
"9706","8"
"9707","8"
"9742","8"
"9753","8"
"9754","8"
"9755","6"
"9758","7"
"9829","5"
"9830","4"
"9831","4"
"9835","8"
"9874","3"
"9878","3"
"9892","8"
"9947","3"
"9954","3"
"9955","3"
"9958","4"
"9964","3"
"9980","8"
"9981","7"
"9984","3"
"9994","6"
"9995","5"
"10053","3"
"10056","3"
"10057","3"
"10058","3"
"10059","3"
"10067","3"
"10079","3"
"10098","3"
"10099","3"
"10139","3"
"10179","3"
"10190","6"
"10230","3"
"10246","3"
"10263","3"
"10307","4"
"10318","7"
"10327","3"
"10338","3"
"10358","3"
"10363","3"
"10364","3"
"10366","3"
"10387","8"
"10388","8"
"10430","6"
"10436","3"
"10442","7"
"10458","3"
"10485","3"
"10536","3"
"10537","4"
"10543","3"
"10566","3"
"10616","3"
"10621","3"
"10622","3"
"10623","3"
"10625","3"
"10653","3"
"10677","3"
"10681","4"
"10688","3"
"10696","8"
"10697","7"
"10698","8"
"10723","3"
"10729","4"
"10757","3"
"10763","3"
"10765","6"
"10769","5"
"10775","3"
"10802","3"
"10812","4"
"10813","3"
"10829","3"
"10860","3"
"10910","3"
"10956","3"
"10962","3"
"10965","4"
"11013","4"
"11018","3"
"11040","3"
"11063","4"
"11064","3"
"11065","3"
"11066","3"
"11086","3"
"11116","5"
"11117","3"
"11118","4"
"11119","4"
"11157","5"
"11159","3"
"11168","3"
"11169","3"
"11213","3"
"11223","6"
"11224","3"
"11227","5"
"11230","3"
"11234","3"
"11235","3"
"11252","3"
"11253","5"
"11254","4"
"11257","3"
"11258","5"
"11259","4"
"11262","4"
"11263","4"
"11264","4"
"11265","4"
"11266","3"
"11281","4"
"11282","3"
"11284","6"
"11312","5"
"11314","5"
"11335","3"
"11345","3"
"11354","3"
"11355","6"
"11386","4"
"11393","4"
"11401","3"
"11402","3"
"11410","6"
"11421","3"
"11436","3"
"11437","3"
"11440","3"
"11441","4"
"11442","5"
"11459","3"
"11460","5"
"11465","4"
"11490","3"
"11519","3"
"11520","3"
"11524","5"
"11549","3"
"11550","3"
"11588","7"
"11601","3"
"11602","3"
"11607","3"
"11629","6"
"11652","8"
"11665","3"
"11674","3"
"11675","3"
"11682","4"
"11684","3"
"11687","3"
"11689","4"
"11708","3"
"11709","3"
"11715","6"
"11756","6"
"11763","3"
"11775","4"
"11776","3"
"11777","3"
"11778","3"
"11784","3"
"11811","5"
"11812","4"
"11824","3"
"11826","3"
"11832","5"
"11868","3"
"11870","3"
"11878","3"
"11884","3"
"11906","8"
"11907","3"
"11931","5"
"11961","6"
"11962","8"
"11966","3"
"11967","3"
"11970","3"
"11983","3"
"11991","3"
"11992","3"
"11995","8"
"11996","8"
"11997","8"
"11998","8"
"11999","8"
"12000","5"
"12010","3"
"12011","3"
"12012","3"
"12013","3"
"12014","3"
"12018","3"
"12030","3"
"12032","3"
"12034","3"
"12035","3"
"12036","3"
"12037","3"
"12053","6"
"12075","8"
"12091","3"
"12097","3"
"12114","6"
"12173","3"
"12177","3"
"12178","3"
"12182","6"
"12191","3"
"12192","3"
"12193","3"
"12194","4"
"12195","3"
"12196","3"
"12197","3"
"12198","3"
"12215","3"
"12220","3"
"12223","3"
"12225","8"
"12238","3"
"12250","8"
"12256","3"
"12270","3"
"12294","8"
"12295","8"
"12296","8"
"12326","6"
"12327","6"
"12328","8"
"12329","3"
"12349","3"
"12351","3"
"12384","4"
"12385","3"
"12396","8"
"12418","3"
"12422","6"
"12424","3"
"12425","3"
"12428","3"
"12436","8"
"12438","8"
"12439","8"
"12448","3"
"12468","3"
"12474","4"
"12509","4"
"12510","3"
"12511","3"
"12521","4"
"12522","5"
"12526","4"
"12527","3"
"12545","3"
"12553","3"
"12562","4"
"12563","3"
"12570","4"
"12589","3"
"12603","4"
"12604","3"
"12605","3"
"12641","4"
"12661","3"
"12662","5"
"12663","4"
"12664","5"
"12665","5"
"12670","4"
"12671","6"
"12672","5"
"12683","3"
"12692","3"
"12693","3"
"12764","3"
"12771","3"
"12772","8"
"12776","3"
"12780","7"
"12781","7"
"12784","3"
"12785","3"
"12786","4"
"12840","3"
"12854","5"
"12902","5"
"12930","3"
"12937","3"
"12938","4"
"12939","4"
"12951","3"
"12954","6"
"12977","3"
"12989","3"
"13017","4"
"13019","3"
"13028","7"
"13029","7"
"13030","3"
"13047","6"
"13055","8"
"13081","3"
"13082","3"
"13163","3"
"13168","8"
"13176","3"
"13177","3"
"13181","3"
"13210","3"
"13256","3"
"13262","5"
"13274","4"
"13282","11"
"13295","3"
"13314","9"
"13330","6"
"13331","5"
"13333","8"
"13349","5"
"13352","3"
"13353","4"
"13368","3"
"13373","5"
"13393","8"
"13394","8"
"13400","3"
"13402","8"
"13407","8"
"13417","5"
"13418","5"
"13423","3"
"13424","3"
"13427","4"
"13429","3"
"13436","3"
"13454","8"
"13493","3"
"13505","3"
"13527","4"
"13534","3"
"13537","3"
"13539","3"
"13540","3"
"13544","6"
"13545","5"
"13546","3"
"13555","3"
"13562","4"
"13582","3"
"13595","4"
"13606","4"
"13609","3"
"13622","5"
"13623","5"
"13624","6"
"13645","7"
"13646","7"
"13648","3"
"13667","3"
"13668","3"
"13681","4"
"13682","4"
"13683","4"
"13684","4"
"13744","3"
"13760","3"
"13798","3"
"13849","3"
"13854","4"
"13872","4"
"13896","3"
"13897","3"
"13915","8"
"13951","3"
"13952","3"
"13968","3"
"13978","4"
"13983","3"
"13984","3"
"13993","3"
"14010","5"
"14022","3"
"14037","3"
"14043","3"
"14064","3"
"14075","7"
"14113","4"
"14114","6"
"14115","5"
"14125","3"
"14137","3"
"14149","4"
"14150","3"
"14193","4"
"14203","3"
"14204","3"
"14209","7"
"14210","7"
"14231","4"
"14239","4"
"14243","4"
"14272","6"
"14277","3"
"14280","5"
"14342","3"
"14354","4"
"14388","3"
"14418","3"
"14421","4"
"14453","7"
"14460","6"
"14476","7"
"14485","4"
"14510","5"
"14536","4"
"14537","3"
"14541","7"
"14567","6"
"14578","6"
"14586","8"
"14598","5"
"14612","5"
"14616","4"
"14655","7"
"14666","7"
"14696","3"
"14715","3"
"14750","4"
"14753","3"
"14754","3"
"14762","4"
"14763","3"
"14768","6"
"14770","3"
"14771","3"
"14797","3"
"14798","3"
"14800","3"
"14804","3"
"14836","4"
"14866","3"
"14874","3"
"14875","3"
"14891","5"
"14934","3"
"14944","6"
"14950","6"
"14956","4"
"14962","5"
"14966","3"
"14975","3"
"14977","6"
"14988","7"
"15003","3"
"15004","4"
"15018","8"
"15027","8"
"15028","8"
"15029","3"
"15049","10"
"15050","7"
"15110","3"
"15147","3"
"15148","3"
"15149","4"
"15155","7"
"15156","4"
"15167","3"
"15179","5"
"15185","4"
"15202","5"
"15203","5"
"15212","3"
"15225","3"
"15234","4"
"15235","3"
"15236","3"
"15237","5"
"15238","4"
"15254","5"
"15258","3"
"15260","7"
"15277","7"
"15292","3"
"15298","5"
"15299","4"
"15351","6"
"15360","3"
"15382","4"
"15421","3"
"15429","3"
"15461","3"
"15467","3"
"15469","3"
"15496","3"
"15505","3"
"15510","4"
"15516","3"
"15527","5"
"15528","3"
"15529","3"
"15548","3"
"15549","5"
"15550","5"
"15551","6"
"15560","3"
"15561","3"
"15562","5"
"15563","5"
"15564","5"
"15565","6"
"15599","4"
"15600","6"
"15601","3"
"15608","3"
"15624","3"
"15654","3"
"15676","6"
"15677","3"
"15698","3"
"15699","3"
"15700","3"
"15701","3"
"15707","3"
"15708","3"
"15713","3"
"15726","3"
"15736","4"
"15743","3"
"15744","3"
"15748","3"
"15749","3"
"15758","3"
"15764","3"
"15765","3"
"15766","4"
"15779","3"
"15781","3"
"15812","6"
"15827","5"
"15841","4"
"15888","3"
"15892","8"
"15897","3"
"15934","3"
"15945","3"
"15958","3"
"15962","3"
"15991","4"
"15993","3"
"16006","5"
"16034","3"
"16046","7"
"16050","3"
"16056","4"
"16060","7"
"16062","3"
"16066","3"
"16067","4"
"16085","3"
"16090","4"
"16115","3"
"16118","18"
"16126","5"
"16141","7"
"16144","5"
"16145","4"
"16155","3"
"16169","3"
"16189","3"
"16198","3"
"16244","8"
"16246","7"
"16250","6"
"16304","5"
"16305","5"
"16306","5"
"16308","7"
"16311","3"
"16324","3"
"16347","3"
"16351","3"
"16356","7"
"16361","5"
"16363","8"
"16371","5"
"16372","5"
"16393","3"
"16413","3"
"16414","4"
"16432","5"
"16433","7"
"16462","7"
"16463","7"
"16466","3"
"16467","3"
"16468","3"
"16484","3"
"16515","3"
"16522","8"
"16523","8"
"16524","8"
"16580","3"
"16583","4"
"16608","3"
"16623","3"
"16632","6"
"16633","6"
"16634","6"
"16638","3"
"16651","3"
"16653","3"
"16654","3"
"16661","6"
"16677","3"
"16686","3"
"16687","3"
"16694","5"
"16695","3"
"16696","4"
"16706","3"
"16731","6"
"16739","3"
"16741","8"
"16753","3"
"16792","3"
"16793","3"
"16795","4"
"16818","4"
"16831","3"
"16859","6"
"16868","3"
"16872","3"
"16893","5"
"16929","6"
"16938","4"
"16941","3"
"16943","3"
"16953","3"
"16964","4"
"16965","3"
"16979","3"
"16980","3"
"16981","3"
"16992","8"
"17023","4"
"17031","3"
"17047","8"
"17095","8"
"17096","7"
"17097","8"
"17110","8"
"17111","8"
"17204","3"
"17206","4"
"17218","9"
"17224","7"
"17241","3"
"17242","3"
"17243","3"
"17256","3"
"17277","4"
"17278","3"
"17279","5"
"17297","3"
