"company_name","movie_title","revenue","revenue_quartile"
"Beacon Communications","Spy Game","143049560",1
"Beacon Communications","Bring It On","90449929",2
"Beacon Communications","Ladder 49","74541707",2
"Beacon Communications","The Hurricane","73956241",3
"Beacon Communications","Disturbing Behavior","17507368",3
"Beacon Communications","Trippin'","9016377",4
"Beacon Communications","Sugar Hill","0",4
"Beacon Pictures","Firewall","82800000",1
"Beacon Pictures","Ladder 49","74541707",1
"Beacon Pictures","Open Range","68296293",2
"Beacon Pictures","Raising Helen","49718611",2
"Beacon Pictures","A Lot Like Love","42886719",3
"Beacon Pictures","Duets","0",3
"Beacon Pictures","For Love of the Game","0",4
"Beacon Pictures","Sugar Hill","0",4
"Beagle Pug Films","Cinderella","543514353",1
"Beagle Pug Films","The Legend of Tarzan","356743061",2
"Beanca Films","Guten Tag, Ramón","0",1
"Bearing Fruit Entertainment","End of the Spear","0",1
"Bece Canada Productions","I Love You, Beth Cooper","0",1
"Becker International","Control","8159508",1
"Bedford Falls Company, The","The Last Samurai","456758981",1
"Bedford Falls Company, The","Traffic","207515725",2
"Bedford Falls Company, The","The Siege","116672912",3
"Bedford Falls Productions","Shakespeare in Love","289317794",1
"Bedford Falls Productions","Blood Diamond","170877916",1
"Bedford Falls Productions","Legends of the Fall","160638883",2
"Bedford Falls Productions","Love & Other Drugs","102820008",3
"Bedford Falls Productions","Burlesque","89519773",4
"Bedlam Pictures","The New Guy","0",1
"Bedlam Productions","The King's Speech","414211549",1
"Bedlam Productions","Exam","0",2
"Bee Vine Pictures","Blindness","19844979",1
"Beech Hill Films","Run Fatboy Run","33000000",1
"Before the Door Pictures","Margin Call","19504039",1
"Before the Door Pictures","A Most Violent Year","12007070",2
"Before the Door Pictures","All Is Lost","6108720",3
"Before the Door Pictures","Banshee Chapter","0",4
"Behavioral Problem Productions Ltd.","Disturbing Behavior","17507368",1
"Beijing Gallop Horse Film & TV Production","剑雨","0",1
"Beijing Happy Pictures Cultural Communications Co.","The Kite Runner","73276047",1
"Beijing Heguchuan TV & Film","剑雨","0",1
"Beijing Jinyinma Movie & TV Culture Co.","投名狀","0",1
"Beijing New Picture Film Co. Ltd.","英雄","177394432",1
"Beijing New Picture Film Co. Ltd.","金陵十三釵","95311434",1
"Beijing New Picture Film Co. Ltd.","十面埋伏","92863945",2
"Beijing New Picture Film Co. Ltd.","滿城盡帶黃金甲","0",3
"Beijing New Picture Film Co. Ltd.","三枪拍案惊奇","0",4
"Beijing Poly-bona Film Publishing Company","投名狀","0",1
"Beijing Silver Moon Productions","一個人的武林","0",1
"Bekmambetov Projects Ltd.","Apollo 18","25562924",1
"Bel Air Entertainment","Message in a Bottle","118880016",1
"Bel Air Entertainment","Collateral Damage","78382433",1
"Bel Air Entertainment","Sweet November","65754228",2
"Bel Air Entertainment","Pay It Forward","55707411",2
"Bel Air Entertainment","Rock Star","16991902",3
"Bel Air Entertainment","Ready to Rumble","12372410",3
"Bel Air Entertainment","Man of the House","0",4
"Belhaven Limited","The Four Feathers","29882645",1
"Believe Entertainment","Do You Believe?","0",1
"Bell Broadcast and New Media Fund","Passchendaele","0",1
"Bella Productions","Bella","0",1
"Belladonna Productions","Stake Land","33245",1
"Belladonna Productions","The Good Guy","0",2
"Belle Pictures","Beautiful Creatures","60052138",1
"Belstar Productions","La Guerre du feu","55260558",1
"Ben-Ami/Leeds Productions","3 Ninjas Kick Back","0",1
"Benaroya Pictures","Margin Call","19504039",1
"Bend It Films","Hai Marjawaan!","0",1
"Benderspink","The Incredible Burt Wonderstone","27437881",1
"BenderSpink","We're the Millers","269994119",1
"BenderSpink","The Ring Two","161451538",1
"BenderSpink","Monster-in-Law","154749918",1
"BenderSpink","Horrible Bosses 2","107670357",2
"BenderSpink","Vacation","104384188",2
"BenderSpink","The Butterfly Effect","96060858",2
"BenderSpink","Cats & Dogs","93375151",3
"BenderSpink","A History of Violence","60740827",3
"BenderSpink","Red Eye","57891803",3
"BenderSpink","Leap Year","29922472",4
"BenderSpink","Criminal","14708696",4
"BenderSpink","The Hole","0",4
"Bentley Filmgroup","The Hammer","0",1
"Bergsten Music","The Finest Hours","52099090",1
"Berlanti Productions","Pan","128388320",1
"Bernard Gayle Productions","I Love You, Man","91636986",1
"Bernd Eichinger Productions","4: Rise of the Silver Surfer","289047763",1
"Berrick Filmproduktion","Blood and Chocolate","0",1
"Bersin Pictures","I Origins","336472",1
"Best Picture Show Company, The","The Crocodile Hunter: Collision Course","33082548",1
"Better Wide","I Come with the Rain","0",1
"Beverly Detroit","The Pianist","120072577",1
"Beverly Detroit","Jersey Girl","36098382",2
"Beverly Detroit","Adaptation.","32801173",3
"Beverly Ridge Pictures","Chicago Overcoat","0",1
"BH Tilt","The Green Inferno","6833445",1
"Bi-polar Pictures","You Kill Me","2426851",1
"Big Arty Productions","This Is England","8176544",1
"Big Arty Productions","Dead Man's Shoes","0",2
"Big Beach Films","Little Miss Sunshine","100523181",1
"Big Beach Films","Our Idiot Brother","17273593",1
"Big Beach Films","Sunshine Cleaning","16174377",2
"Big Beach Films","Away We Go","14899417",3
"Big Beach Films","Safety Not Guaranteed","4007792",4
"Big Book Media","The Christmas Candle","0",1
"Big Bug Pictures","Starship Troopers","121214377",1
"Big Easy Pictures","Loving Annabelle","0",1
"Big Idea Productions","VeggieTales: The Pirates Who Don't Do Anything","0",1
"Big Idea Productions","Jonah: A VeggieTales Movie","0",2
"Big Indie Pictures","Still Alice","43884652",1
"Big Indie Pictures","Danny Collins","10835752",2
"Big Kid Pictures","Jack the Giant Slayer","197687603",1
"Big Kid Pictures","The Judge","83719388",2
"Big Kid Pictures","The Change-Up","75450437",3
"Big Lou House Productions","Big Momma's House 2","138259062",1
"Big Primate Pictures","King Kong","550000000",1
"Big Screen Productions","Life of Pi","609016565",1
"Big Screen Productions","Rise of the Planet of the Apes","482860185",1
"Big Screen Productions","The Wolverine","415440673",1
"Big Screen Productions","X-Men Origins: Wolverine","373062864",1
"Big Screen Productions","X-Men: First Class","353624124",2
"Big Screen Productions","A Good Day to Die Hard","304654182",2
"Big Screen Productions","Percy Jackson & the Olympians: The Lightning Thief","226497209",2
"Big Screen Productions","The Secret Life of Walter Mitty","188133322",3
"Big Screen Productions","The Heat","158674180",3
"Big Screen Productions","Water for Elephants","114156230",3
"Big Screen Productions","The Counselor","71009334",4
"Big Screen Productions","The Watch","68267862",4
"Big Screen Productions","Dragonball Evolution","0",4
"Big Talk Productions","Paul","97552050",1
"Big Talk Productions","Hot Fuzz","80573774",1
"Big Talk Productions","The World's End","46089287",2
"Big Talk Productions","Shaun of the Dead","30039392",3
"Big Talk Productions","Grindhouse","25037897",4
"Big Ticket Productions","Malibu's Most Wanted","0",1
"Bill Graham Films","The Doors","34416893",1
"Bill Kenwright Films","Chéri","9366227",1
"Bill Plympton Studios","I Married a Strange Person!","203",1
"Bill/Phillips","Taxi Driver","28262574",1
"BillBlock Media","Bad Moms","183936074",1
"BillBlock Media","Dirty Grandpa","94073028",2
"BIM Distribuzione","The Queen","123384128",1
"BIM Distribuzione","Fahrenheit 9/11","119114517",1
"BIM Distribuzione","The Wind That Shakes the Barley","22889018",2
"BIM Distribuzione","Enter the Void","754249",2
"BIM Distribuzione","Les herbes folles","0",3
"BIM Distribuzione","The Duchess","0",4
"Biograf Jan Svu011bru00e1k","Soul Kitchen","17872796",1
"Birchwood Pictures","To Write Love on Her Arms","0",1
"Birchwood Pictures","Grace Unplugged","0",2
"Bird and a Bear Entertainment","Johnson Family Vacation","31179516",1
"Birdsong Pictures","Everything Must Go","2614773",1
"Biride Productions","Bride Wars","114663461",1
"Birka Holding","Q","0",1
"Birnbaum / Barber Productions","Shanghai Knights","88323487",1
"Birnbaum / Barber Productions","Leap Year","29922472",2
"Birnbaum/Barber","The Tourist","278731369",1
"Biscayne Pictures","Assault on Precinct 13","35294470",1
"Biscottificio Verona","La grande bellezza","8371085",1
"Bisgrove Entertainment","House of Sand and Fog","16942795",1
"Bitart New Media","A escondidas","0",1
"BK","Kingdom of Heaven","211643158",1
"Black & White Productions","Nacho Libre","80197993",1
"Black and Blu Entertainment","A Knight's Tale","117487473",1
"Black Bear Pictures","The Imitation Game","233555708",1
"Black Bear Pictures","Broken City","19701164",2
"Black Bear Pictures","All Is Lost","6108720",3
"Black Diamond Pictures","September Dawn","0",1
"Black Entertainment Television (BET)","Beyond the Lights","14618727",1
"Black Label Media","Sicario","84025816",1
"Blackfriars Bridge Films","Crash","98410061",1
"Blackfriars Bridge Films","In the Valley of Elah","29541790",2
"Blackmagic Design Films","Bait","0",1
"Blank of the Dead Productions","Survival of the Dead","0",1
"Bleiberg Entertainment","The Iceman","1969193",1
"Bleiberg Entertainment","Adam Resurrected","0",2
"Bleiberg Entertainment","Close Range","0",3
"Blind Spot Pictures Oy","Dancer in the Dark","40031879",1
"Blind Wink","Rango","245724603",1
"Blind Wink Productions","The Lone Ranger","89289910",1
"Blinding Edge Pictures","Signs","408247917",1
"Blinding Edge Pictures","The Last Airbender","318502923",1
"Blinding Edge Pictures","The Village","256697520",2
"Blinding Edge Pictures","Unbreakable","248118121",2
"Blinding Edge Pictures","After Earth","243843127",3
"Blinding Edge Pictures","The Happening","163403799",3
"Blinding Edge Pictures","The Visit","98450062",4
"Blinding Edge Pictures","Lady in the Water","42285169",4
"BlinkWorks Media","Indie Game: The Movie","0",1
"Bliss Media","The Lovers","0",1
"Blizzard Entertainment","Warcraft","433677183",1
"Block / Hanson","District 9","210819611",1
"Block 2 Pictures","一代宗師","64076736",1
"Block 2 Pictures","My Blueberry Nights","21786738",2
"Blood & Chocolate Productions Ltd","Blood and Chocolate","0",1
"Blood & Wine Productions","Blood and Wine","0",1
"Bloodline Productions","Backmask","0",1
"Blossom Films","Monte Carlo","17425000",1
"Blue-Tongue Films","The Gift","58978653",1
"Blue Askew","Zack and Miri Make a Porno","42105111",1
"Blue Dot Productions","Absentia","0",1
"Blue Flower Productions","Sky Captain and the World of Tomorrow","57958696",1
"Blue Gardenia Productions","Under the Tuscan Sun","0",1
"Blue Guitar Films","Safe Men","0",1
"Blue Light","Hancock","624029371",1
"Blue Parrot Productions","The Usual Suspects","23341568",1
"Blue Productions","Godsend","30114487",1
"Blue Sea Productions","EuroTrip","20796847",1
"Blue Sky Films","The Constant Gardener","82466670",1
"Blue Sky Studios","Ice Age: Dawn of the Dinosaurs","886686817",1
"Blue Sky Studios","Ice Age: Continental Drift","877244782",1
"Blue Sky Studios","Ice Age: The Meltdown","660940780",1
"Blue Sky Studios","Rio 2","500188435",2
"Blue Sky Studios","Rio","484635760",2
"Blue Sky Studios","Ice Age","383257136",3
"Blue Sky Studios","Epic","268426634",3
"Blue Sky Studios","Robots","260696994",4
"Blue Sky Studios","The Peanuts Movie","246233113",4
"Blue Star Pictures","Bangkok Dangerous","42487390",1
"Blue Star Pictures","Little Black Book","22034832",2
"Blue Star Productions","Darkness Falls","0",1
"Blue Trail Entertainment","Heroes of Dirt","0",1
"Blue Train Productions","The Tuxedo","0",1
"Blue Tulip Productions","Minority Report","358372926",1
"Blue Tulip Productions","Speed 2: Cruise Control","164508066",2
"Blue Tulip Productions","Equilibrium","5359645",3
"Blue Wolf","Mrs. Doubtfire","441286195",1
"Blue Wolf","Patch Adams","202292902",2
"Blue Wolf","Jakob the Liar","0",3
"Blue Yonder Films","Hoodwinked!","51053787",1
"Blueeyes Productions","Contraband","63100000",1
"Bluegrass Films","Battleship","303025485",1
"Bluegrass Films","Ted 2","217022588",1
"Bluegrass Films","Central Intelligence","216972543",2
"Bluegrass Films","Safe House","208076205",2
"Bluegrass Films","Endless Love","34077920",3
"Bluegrass Films","Kill the Messenger","2450846",3
"Bluegrass Films","A Million Ways to Die in the West","0",4
"Blueprint Pictures","The Second Best Exotic Marigold Hotel","85978266",1
"Blueprint Pictures","In Bruges","34533783",2
"Blueprint Pictures","Seven Psychopaths","19422261",3
"Bluewater Pictures","黃石的孩子","7400000",1
"Blumhouse Productions","Paranormal Activity 3","205703818",1
"Blumhouse Productions","Paranormal Activity","193355800",1
"Blumhouse Productions","Paranormal Activity 2","177512032",1
"Blumhouse Productions","Paranormal Activity 4","142817992",1
"Blumhouse Productions","The Purge: Election Year","118587880",1
"Blumhouse Productions","The Purge: Anarchy","108782847",1
"Blumhouse Productions","Ouija","103590271",2
"Blumhouse Productions","The Visit","98450062",2
"Blumhouse Productions","The Purge","89328627",2
"Blumhouse Productions","Paranormal Activity: The Marked Ones","86362372",2
"Blumhouse Productions","Sinister","77712439",2
"Blumhouse Productions","The Lazarus Effect","64110728",2
"Blumhouse Productions","Unfriended","62882090",3
"Blumhouse Productions","The Gift","58978653",3
"Blumhouse Productions","Sinister 2","52882018",3
"Blumhouse Productions","The Boy Next Door","52425855",3
"Blumhouse Productions","Oculus","44030246",3
"Blumhouse Productions","The Gallows","42664410",4
"Blumhouse Productions","Whiplash","13092000",4
"Blumhouse Productions","The Lords of Salem","1165882",4
"Blumhouse Productions","Plush","0",4
"Blumhouse Productions","The Veil","0",4
"Blump International Films","Reality Show","0",1
"BMS Finance","Made in Dagenham","0",1
"BN Films","Captive","2801508",1
"BNDES","Blindness","19844979",1
"bob industries","Wild","52501541",1
"Bob Yari Productions","Crash","98410061",1
"Bob Yari Productions","The Illusionist","86915017",1
"Bob Yari Productions","The Hoax","11772461",2
"Bob Yari Productions","Thumbsucker","1919197",2
"Bob Yari Productions","The Painted Veil","0",3
"Bob Yari Productions","House of D","0",4
"Bobby Jones Films LLC","Bobby Jones: Stroke of Genius","0",1
"Boies / Schiller Film Group","Escape Plan","122915111",1
"Bold Films","Drive","78054825",1
"Bold Films","Legion","67918658",1
"Bold Films","No Escape","54418872",1
"Bold Films","Nightcrawler","38697217",2
"Bold Films","Whiplash","13092000",2
"Bold Films","Only God Forgives","10337387",2
"Bold Films","The Neon Demon","1333124",3
"Bold Films","Bobby","0",3
"Bold Films","Come Early Morning","0",4
"Bold Films","The Hole","0",4
"Boll KG","BloodRayne","2405420",1
"Boll Kino Beteiligungs GmbH & Co. KG","Alone in the Dark","10442808",1
"Boll Kino Beteiligungs GmbH & Co. KG","Rampage","0",2
"Boll Kino Beteiligungs GmbH & Co. KG","In the Name of the King: A Dungeon Siege Tale","0",3
"Bollywood Hollywood Production","Kites","0",1
"Bomar OOD","Getaway","10501938",1
"Bona Fide Productions","Cold Mountain","173013509",1
"Bona Fide Productions","Little Miss Sunshine","100523181",1
"Bona Fide Productions","The Switch","49830607",2
"Bona Fide Productions","Nebraska","17654912",2
"Bona Fide Productions","Little Children","14821658",3
"Bona Fide Productions","Election","0",4
"Bona International Film Group","非常幸运","0",1
"Bonne Pioche","La Marche de l'empereur","127392239",1
"Bonnie Timmermann Productions","Slow Burn","1237615",1
"Boo Productions","Κυνόδοντας","110197",1
"Bookshop Productions","Notting Hill","363889678",1
"Boram Entertainment Inc.","The Warrior's Way","11087569",1
"BorderLine Films","Martha Marcy May Marlene","3538446",1
"Born of War","Born Of War","0",1
"Boru00e9ales","Pourquoi j'ai pas mangé mon père","0",1
"Bottom Line Entertainment","Shark Lake","0",1
"Bottom of the Ninth Productions","The Princess Diaries","165335153",1
"Bourne Again","The Bourne Ultimatum","442824138",1
"Bow and Arrow Entertainment","Kicks","0",1
"Boxing Cat Films","The Santa Clause 2","172855065",1
"Boxing Cat Films","The Shaggy Dog","61112916",2
"Boxing Cat Films","Dolphin Tale 2","52424533",3
"BR Group","The Divide","22000",1
"Brad Grey Pictures","Scary Movie 3","220673217",1
"Brad Grey Pictures","Scary Movie 2","141220678",2
"Brad Grey Pictures","City By The Sea","22433915",3
"Brad Grey Pictures","DysFunktional Family","0",4
"Brad Krevoy & Steve Stabler production","8 Heads in a Duffel Bag","0",1
"Brad Zions Films","Kissing Jessica Stein","10013424",1
"Brandywine Productions","Prometheus","403170142",1
"Brandywine Productions","Aliens","183316455",1
"Brandywine Productions","AVP: Alien vs. Predator","171183863",2
"Brandywine Productions","Alien: Resurrection","162000000",2
"Brandywine Productions","Alien³","159773545",3
"Brandywine Productions","Alien","104931801",3
"Brandywine Productions","Aliens vs Predator: Requiem","41797066",4
"Brass Hat Films","Death Sentence","16974459",1
"Brass Hat Films","The Other End of the Line","0",2
"Brat Na Pont Productions","Lions for Lambs","63215872",1
"Brave New Films","Wal-Mart: The High Cost of Low Price","0",1
"Braveworld Productions","The Running Man","38122105",1
"Breaking Ball Films","The Calling","0",1
"Breakup Productions","Breakin' All the Rules","0",1
"Brian Barrett Pictures","The Helpers","0",1
"Brian Grazer/Scott Rudin Productions","Ransom","309492681",1
"Brick Dust Productions LLC","The Skeleton Key","91974818",1
"Bridget Johnson Films","Ice Princess","27645491",1
"Bridgit Folman Film Gang","Vals Im Bashir","11125849",1
"Bright Cold Day Films","Containment","0",1
"Brightlight Pictures","White Noise","91196419",1
"Brightlight Pictures","88 Minutes","16930884",1
"Brightlight Pictures","Alone in the Dark","10442808",2
"Brightlight Pictures","In the Name of the King: A Dungeon Siege Tale","0",2
"Brightlight Pictures","White Noise 2: The Light","0",3
"Brightlight Pictures","Rampage","0",3
"Brightlight Pictures","Gunless","0",4
"Brightlight Pictures","Fifty Dead Men Walking","0",4
"Brightside Entertainment","Captive","2801508",1
"Brillstein-Grey Entertainment","Happy Gilmore","41205099",1
"Brillstein-Grey Entertainment","The Specials","0",2
"Brink Films","Spun","0",1
"Bristol Automotive","The Imitation Game","233555708",1
"Bristol Bay Productions","Ray","124731534",1
"Bristol Bay Productions","Sahara","119269486",2
"Bristol Bay Productions","The Game of Their Lives","0",3
"British Broadcasting Corporation (BBC)","Lara Croft: Tomb Raider","274703340",1
"British Broadcasting Corporation (BBC)","The Jackal","159330280",1
"British Broadcasting Corporation (BBC)","Lara Croft Tomb Raider: The Cradle of Life","156505388",1
"British Broadcasting Corporation (BBC)","The Relic","33956608",2
"British Broadcasting Corporation (BBC)","Isn't She Great","3003296",2
"British Broadcasting Corporation (BBC)","The Heart of Me","0",2
"British Broadcasting Corporation (BBC)","Love and Death on Long Island","0",3
"British Broadcasting Corporation (BBC)","Restless","0",3
"British Broadcasting Corporation (BBC)","The Claim","0",3
"British Broadcasting Corporation (BBC)","Wonder Boys","0",4
"British Broadcasting Corporation (BBC)","Among Giants","0",4
"British Broadcasting Corporation (BBC) Television","Hard Rain","19870567",1
"British Columbia Film","The Imaginarium of Doctor Parnassus","64352607",1
"British Film Council","28 Days Later","82719885",1
"British Film Institute","Under the Skin","5380251",1
"British Film Institute (BFI)","Seven Psychopaths","19422261",1
"British Film Institute (BFI)","Departure","0",2
"British Film Institute (BFI)","The Last Days on Mars","0",3
"British Screen","Richard III","0",1
"British Screen Productions","The Crying Game","62548947",1
"British Screen Productions","Love and Death on Long Island","0",2
"British Screen Productions","Among Giants","0",3
"Britt Allcroft Productions","Thomas and the Magic Railroad","0",1
"Broad Green Pictures","Green Room","3220371",1
"Broadway Video","Mean Girls","129042871",1
"Broken Chair Flickz","Straight Outta Compton","201634991",1
"Broken Lizard Industries","Beerfest","19179969",1
"Broken Lizard Industries","Super Troopers","18492362",2
"Broken Lizard Industries","Club Dread","5001655",3
"Broken Road Productions","The Sorcerer's Apprentice","215283742",1
"Broken Road Productions","Zookeeper","169852759",1
"Broken Road Productions","Into the Storm","160602194",2
"Broken Road Productions","Jack and Jill","149673788",3
"Broken Road Productions","Here Comes the Boom","73100172",4
"Bron Studios","The Birth of a Nation","15861566",1
"Brood Syndicate","The Boondock Saints","30471",1
"Brooklyn Films II","Sky Captain and the World of Tomorrow","57958696",1
"Brooks Media","Hits","0",1
"Brooksfilms","History of the World: Part I","31672907",1
"Brooksfilms","The Elephant Man","26010864",2
"Brooksfilms Ltd.","Spaceballs","38119483",1
"Brookstreet Pictures","GirlHouse","0",1
"Brookstreet Pictures","Jack Brooks: Monster Slayer","0",2
"Brookwell-McNamara Entertainment","Soul Surfer","47088990",1
"Brookwell-McNamara Entertainment","Raise Your Voice","14867514",2
"Brothers Dowdle Productions","No Escape","54418872",1
"Brothers Dowdle Productions","As Above, So Below","40100000",2
"BrownHouse Productions","The Princess Diaries","165335153",1
"Brownstone Productions","Pitch Perfect 2","287506194",1
"Brownstone Productions","Pitch Perfect","115350426",2
"Bruin Grip Services","Just Visiting","0",1
"Bruin Grip Services","The Dead Girl","0",2
"BSM Studio","Still Alice","43884652",1
"Bu00e9same Mucho Pictures","Y tu mamá también","33616692",1
"Bu00f3rd Scannu00e1n na hu00c9ireann","The Wind That Shakes the Barley","22889018",1
"Bu00f3rd Scannu00e1n na hu00c9ireann","Bloody Sunday","773228",2
"Bu00f3rd Scannu00e1n na hu00c9ireann","Stitches","95000",3
"Buckaroo Entertainment","Drag Me to Hell","90810892",1
"Buckaroo Entertainment","Priest","78309131",2
"Buckaroo Entertainment","Jack Ryan: Shadow Recruit","50549107",3
"Buckaroo Entertainment","Armored","22942221",4
"Buena Vista","Muppets Most Wanted","80383290",1
"Buena Vista","High Fidelity","47126295",2
"Buena Vista Home Entertainment","ハウルの動く城","234710455",1
"Buena Vista International Film Production France","La Marche de l'empereur","127392239",1
"Bueprint Pictures","Becoming Jane","37311672",1
"Buffalo Gal Pictures","Aloft","53086",1
"Bull's Eye Entertainment","Crash","98410061",1
"Bull's Eye Entertainment","The Illusionist","86915017",2
"Bulletproof Cupid","Guardians of the Galaxy","773328629",1
"Bullwinkle Studios","Mr. Peabody & Sherman","272912430",1
"Bungalow 78 Productions","Patch Adams","202292902",1
"Bungalow Productions","Crocodile Dundee in Los Angeles","39438674",1
"Burg/Koules Productions","John Q","102244770",1
"Burke/Samples/Foster Productions","Walking Tall","57223890",1
"Burn Later Productions","Drinking Buddies","343341",1
"Burnside Entertainment","Bella","0",1
"Burro Productions","The Last Shot","0",1
"Busboy Productions","Rosewater","0",1
"Bushwick Factory","Bizarre","0",1
"Business Location Sudtirol Alto Adige","La migliore offerta","19255873",1
"Butcher's Run Films","Crazy Heart","39462438",1
"Butcher's Run Productions","The Apostle","0",1
"Buttercup Films Ltd.","The Princess Bride","30857814",1
"Butterfly Productions","Butterfly on a Wheel","0",1
"Byronic Pose Productions","The Last Big Thing","0",1
"Bystander Films","The Curse of Downers Grove","0",1
"Bystorm Films","Kicks","0",1
"C-2 Pictures","Terminator 3: Rise of the Machines","435000000",1
"C-2 Pictures","Basic Instinct 2","38629478",2
"C & L","Gladiator","457640427",1
"C&P Productions","The Funeral","1227324",1
"C.H.U.D. Productions","C.H.U.D.","3412497",1
"C.R.G. International","Chasing Liberty","12",1
"C.R.R.A.V. Nord Pas de Calais","Le scaphandre et le papillon","19777647",1
"Cactus Flower Producciones","Out of the Dark","0",1
"Calder Road Film","The Dark Hours","0",1
"Caliber Media Company","Enter Nowhere","0",1
"Calimari Productions","Deep Rising","11203026",1
"Callahan Filmworks","Get Smart","230685453",1
"Callahan Filmworks","The Longest Yard","190320568",2
"Calle Cruzada","Kingdom of Heaven","211643158",1
"CalTex Films","Fight to the Finish","0",1
"Cambridge Productions","The Man from Snowy River","20659423",1
"Camellia Productions","Just Looking","0",1
"Camelot Pictures","S.W.A.T.","116643346",1
"Camelot Pictures","Garden State","26781723",2
"Camelot Pictures","Beyond Borders","0",3
"Camelot Pictures","Pathology","0",4
"Camelot Productions","JFK","205405498",1
"Camera Stylo Films","Tin Can Man","0",1
"CAMERON MACKINTOSH","Les Misérables","441809770",1
"Camp / Thompson Pictures","Love Happens","36133014",1
"Campanile Productions","Butch Cassidy and the Sundance Kid","102308889",1
"Campbell Grobman Films","Criminal","14708696",1
"Campbell Grobman Films","Reality Show","0",2
"Camphor Cinema","ராமானுஜன்","0",1
"Canada Television and Cable Production Fund License Program (CTCPF)","How She Move","0",1
"Canadian Broadcasting Corporation (CBC)","Dracula: Pages from a Virgin's Diary","0",1
"Canadian Film Centre (CFC)","The Dark Hours","0",1
"Canadian Film Development Corporation (CFDC)","Heavy Metal","0",1
"Canadian Film or Video Production Tax Credit (CPTC)","District 9","210819611",1
"Canadian Film or Video Production Tax Credit (CPTC)","White Noise","91196419",1
"Canadian Film or Video Production Tax Credit (CPTC)","The Imaginarium of Doctor Parnassus","64352607",1
"Canadian Film or Video Production Tax Credit (CPTC)","Whiteout","12206028",2
"Canadian Film or Video Production Tax Credit (CPTC)","The 51st State","14",2
"Canadian Film or Video Production Tax Credit (CPTC)","Owning Mahowny","0",2
"Canadian Film or Video Production Tax Credit (CPTC)","Spider","0",3
"Canadian Film or Video Production Tax Credit (CPTC)","How She Move","0",3
"Canadian Film or Video Production Tax Credit (CPTC)","Fifty Dead Men Walking","0",4
"Canadian Film or Video Production Tax Credit (CPTC)","Butterfly on a Wheel","0",4
"Canadian Television Fund","eXistenZ","2856712",1
"Canadian Television Fund","How She Move","0",2
"Canal Plus","U-571","127666415",1
"Canal Plus","Arthur et les Minimoys","107944236",1
"Canal Plus","Transporter 2","85167639",1
"Canal Plus","Unleashed","50871113",2
"Canal Plus","Mar adentro","38535221",2
"Canal Plus","Swimming Pool","22441323",2
"Canal Plus","Banlieue 13","9584131",3
"Canal Plus","Les visiteurs","0",3
"Canal Plus","The Others","0",4
"Canal Plus","Wasabi","0",4
"Canal Plus Group","JFK","205405498",1
"Canal Plus Overseas","Le bonheur d'Elza","0",1
"Canal+","Terminator 2: Judgment Day","520000000",1
"Canal+","Taken 2","376141306",1
"Canal+","Taken 3","325771424",1
"Canal+","Paddington","259207227",1
"Canal+","Cliffhanger","255000211",1
"Canal+","Taken","226830568",1
"Canal+","Non-Stop","222809600",1
"Canal+","Le fabuleux destin d'Amélie Poulain","173921954",1
"Canal+","Astérix aux Jeux Olympiques","132900000",1
"Canal+","Unknown","130786397",1
"Canal+","La Marche de l'empereur","127392239",1
"Canal+","Lucy","126546825",1
"Canal+","The Queen","123384128",1
"Canal+","The Pianist","120072577",1
"Canal+","The Iron Lady","114956699",1
"Canal+","Babylon A.D.","72108608",1
"Canal+","Brick Mansions","68896829",1
"Canal+","Kiss of the Dragon","64437847",1
"Canal+","Deux frères","62172050",1
"Canal+","Colombiana","60965854",2
"Canal+","The Ninth Gate","58401898",2
"Canal+","Bienvenue chez les ch'tis","53191886",2
"Canal+","From Paris with Love","52826594",2
"Canal+","The Transporter","43928932",2
"Canal+","Dancer in the Dark","40031879",2
"Canal+","Lockout","32204030",2
"Canal+","Assassins","30303072",2
"Canal+","Carnage","27603069",2
"Canal+","Melancholia","21817298",2
"Canal+","Le peuple migrateur","20217080",2
"Canal+","Mulholland Drive","20117339",2
"Canal+","Le scaphandre et le papillon","19777647",2
"Canal+","Oceans","19406406",2
"Canal+","Elle s'appelait Sarah","17511906",2
"Canal+","Le Hussard sur le toit","15000000",2
"Canal+","Memoirs of an Invisible Man","14358033",2
"Canal+","The Gunman","13644292",2
"Canal+","Bandidas","10496317",2
"Canal+","Chéri","9366227",3
"Canal+","On the Road","8784318",3
"Canal+","La grande bellezza","8371085",3
"Canal+","Centurion","6814789",3
"Canal+","Les Invasions barbares","3432342",3
"Canal+","Blood Ties","2415472",3
"Canal+","Carlos","871279",3
"Canal+","Manderlay","674918",3
"Canal+","Holy Motors","641100",3
"Canal+","Adore","318982",3
"Canal+","Rubber","98017",3
"Canal+","Maniac","31081",3
"Canal+","Irréversible","792",3
"Canal+","Waking Ned","0",3
"Canal+","Flammen & Citronen","0",3
"Canal+","Les Visiteurs 2 : Les Couloirs du temps","0",3
"Canal+","Amen.","0",3
"Canal+","Les herbes folles","0",3
"Canal+","Tinker Tailor Soldier Spy","0",3
"Canal+","Grace of Monaco","0",4
"Canal+","Chacun sa nuit","0",4
"Canal+","Cecil B. Demented","0",4
"Canal+","Évolution","0",4
"Canal+","Loin des hommes","0",4
"Canal+","The Straight Story","0",4
"Canal+","Zulu","0",4
"Canal+","Ghost Dog: The Way of the Samurai","0",4
