"company_name","movie_title","revenue","revenue_quartile"
"Universal Pictures","The Bourne Legacy","276572938",1
"Universal Pictures","Neighbors","268157400",1
"Universal Pictures","American Gangster","266465037",1
"Universal Pictures","Waterworld","264218220",1
"Universal Pictures","Wanted","258270008",1
"Universal Pictures","Babe","254134910",1
"Universal Pictures","Hulk","245360480",1
"Universal Pictures","Love Actually","244931766",1
"Universal Pictures","Back to the Future Part III","244527583",1
"Universal Pictures","2 Fast 2 Furious","236350661",1
"Universal Pictures","American Pie","235483004",1
"Universal Pictures","American Reunion","234989584",1
"Universal Pictures","American Wedding","231449203",1
"Universal Pictures","The Lost World: Jurassic Park","229074524",1
"Universal Pictures","It's Complicated","219103655",1
"Universal Pictures","Knocked Up","219076518",1
"Universal Pictures","Ted 2","217022588",1
"Universal Pictures","Central Intelligence","216972543",1
"Universal Pictures","Twins","216614388",1
"Universal Pictures","Dracula Untold","215529201",1
"Universal Pictures","Public Enemies","214104620",1
"Universal Pictures","The Bourne Identity","214034224",1
"Universal Pictures","Master and Commander: The Far Side of the World","212011111",1
"Universal Pictures","Red Dragon","209196298",1
"Universal Pictures","Safe House","208076205",1
"Universal Pictures","The Fast and the Furious","207283925",1
"Universal Pictures","The Break-Up","204999686",1
"Universal Pictures","Everest","203427584",1
"Universal Pictures","Patch Adams","202292902",1
"Universal Pictures","Kindergarten Cop","201957688",1
"Universal Pictures","Straight Outta Compton","201634991",1
"Universal Pictures","The Holiday","194168700",1
"Universal Pictures","Jaws 2","187884007",1
"Universal Pictures","Inside Man","184376254",1
"Universal Pictures","Hop","183953723",1
"Universal Pictures","Cape Fear","182300000",1
"Universal Pictures","Liar Liar","181000000",2
"Universal Pictures","Dante's Peak","178127760",2
"Universal Pictures","Evan Almighty","173000000",2
"Universal Pictures","Couples Retreat","171844840",2
"Universal Pictures","Dumb and Dumber To","169837010",2
"Universal Pictures","The Scorpion King","165333180",2
"Universal Pictures","The Huntsman: Winter's War","164602163",2
"Universal Pictures","The Incredible Hulk","163712074",2
"Universal Pictures","The Interpreter","162944923",2
"Universal Pictures","Born on the Fourth of July","161001698",2
"Universal Pictures","Johnny English","160583018",2
"Universal Pictures","Hellboy II: The Golden Army","160388063",2
"Universal Pictures","Johnny English Reborn","160078586",2
"Universal Pictures","The Sting","159616327",2
"Universal Pictures","The Jackal","159330280",2
"Universal Pictures","Daylight","159212469",2
"Universal Pictures","The Fast and the Furious: Tokyo Drift","158468292",2
"Universal Pictures","Ride Along","153997819",2
"Universal Pictures","Tower Heist","152930623",2
"Universal Pictures","The Bone Collector","151493655",2
"Universal Pictures","Lone Survivor","149295601",2
"Universal Pictures","Death Becomes Her","149022650",2
"Universal Pictures","Seabiscuit","148336445",2
"Universal Pictures","Mama","146497771",2
"Universal Pictures","Spy Game","143049560",2
"Universal Pictures","Meet Joe Black","142940100",2
"Universal Pictures","Animal House","141000000",2
"Universal Pictures","Trainwreck","140795793",2
"Universal Pictures","American Graffiti","140000000",2
"Universal Pictures","You, Me and Dupree","130431368",2
"Universal Pictures","Munich","130358911",2
"Universal Pictures","Atonement","129266061",2
"Universal Pictures","About a Boy","129000000",2
"Universal Pictures","The Nutty Professor","128769345",2
"Universal Pictures","Out of Africa","128499205",2
"Universal Pictures","The Adjustment Bureau","127869379",2
"Universal Pictures","U-571","127666415",2
"Universal Pictures","Lucy","126546825",2
"Universal Pictures","Ride Along 2","124827316",2
"Universal Pictures","Ray","124731534",2
"Universal Pictures","Nutty Professor II: The Klumps","123307945",2
"Universal Pictures","Nanny McPhee","122489822",2
"Universal Pictures","Pride & Prejudice","121147947",2
"Universal Pictures","Intolerable Cruelty","119940815",2
"Universal Pictures","Charlie Wilson's War","119000410",2
"Universal Pictures","The Purge: Election Year","118587880",2
"Universal Pictures","Casino","116112375",2
"Universal Pictures","DragonHeart","115267375",2
"Universal Pictures","The Blues Brothers","115229890",2
"Universal Pictures","The 40 Year Old Virgin","109449237",2
"Universal Pictures","The Purge: Anarchy","108782847",2
"Universal Pictures","Neighbors 2: Sorority Rising","108758521",2
"Universal Pictures","Sanctum","108609310",2
"Universal Pictures","Cinderella Man","108539911",2
"Universal Pictures","Forgetting Sarah Marshall","105173115",2
"Universal Pictures","Ouija","103590271",2
"Universal Pictures","Timecop","101646581",2
"Universal Pictures","Street Fighter","99423521",2
"Universal Pictures","Paul","97552050",2
"Universal Pictures","Jarhead","96889998",2
"Universal Pictures","Green Zone","94882889",2
"Universal Pictures","Nanny McPhee and the Big Bang","93246388",2
"Universal Pictures","Role Models","92380927",2
"Universal Pictures","The Skeleton Key","91974818",2
"Universal Pictures","White Noise","91196419",2
"Universal Pictures","Drag Me to Hell","90810892",2
"Universal Pictures","Get Him to the Greek","90029656",2
"Universal Pictures","The Purge","89328627",2
"Universal Pictures","My Big Fat Greek Wedding 2","88923251",2
"Universal Pictures","Spotlight","88346473",2
"Universal Pictures","State of Play","87784194",2
"Universal Pictures","The Kingdom","86658558",2
"Universal Pictures","The Land Before Time","84460846",2
"Universal Pictures","The Rundown","80916492",2
"Universal Pictures","Hot Fuzz","80573774",2
"Universal Pictures","Conan the Barbarian","79114085",2
"Universal Pictures","The Boss","78636257",2
"Universal Pictures","Out of Sight","77745568",2
"Universal Pictures","United 93","76286096",3
"Universal Pictures","The Change-Up","75450437",3
"Universal Pictures","Elizabeth: The Golden Age","74237563",3
"Universal Pictures","The Hurricane","73956241",3
"Universal Pictures","Death Race","73762516",3
"Universal Pictures","O Brother, Where Art Thou?","71868327",3
"Universal Pictures","Children of Men","69959751",3
"Universal Pictures","Curious George","69834815",3
"Universal Pictures","The Best Little Whorehouse in Texas","69701637",3
"Universal Pictures","Because I Said So","69485490",3
"Universal Pictures","Anna Karenina","68929150",3
"Universal Pictures","Land of the Lost","68688831",3
"Universal Pictures","Coal Miner's Daughter","67182787",3
"Universal Pictures","The Dilemma","67112664",3
"Universal Pictures","Scarface","65884703",3
"Universal Pictures","Hail, Caesar!","63647656",3
"Universal Pictures","Contraband","63100000",3
"Universal Pictures","Honey","62646763",3
"Universal Pictures","Captain Corelli's Mandolin","62112895",3
"Universal Pictures","R.I.P.D.","61648500",3
"Universal Pictures","Krampus","61548707",3
"Universal Pictures","Funny People","61458982",3
"Universal Pictures","Kick-Ass 2","60700000",3
"Universal Pictures","Duplicity","60000000",3
"Universal Pictures","The Flintstones in Viva Rock Vegas","59468275",3
"Universal Pictures","The Story of Us","58900031",3
"Universal Pictures","Smokin' Aces","57103895",3
"Universal Pictures","Kicking & Screaming","56070433",3
"Universal Pictures","Definitely, Maybe","55447968",3
"Universal Pictures","Dallas Buyers Club","55198285",3
"Universal Pictures","Small Soldiers","54682547",3
"Universal Pictures","The Five-Year Engagement","53909751",3
"Universal Pictures","Big Fat Liar","52970014",3
"Universal Pictures","The Boy Next Door","52425855",3
"Universal Pictures","Dragonfly","52322400",3
"Universal Pictures","Jaws: The Revenge","51881013",3
"Universal Pictures","Blue Crush","51842679",3
"Universal Pictures","Bride of Chucky","50671850",3
"Universal Pictures","The Deer Hunter","50000000",3
"Universal Pictures","The Black Dahlia","49111202",3
"Universal Pictures","Tremors","48572000",3
"Universal Pictures","Charlie St. Cloud","48190704",3
"Universal Pictures","The Shadow","48063435",3
"Universal Pictures","Scott Pilgrim vs. the World","47664559",3
"Universal Pictures","Land of the Dead","46770602",3
"Universal Pictures","The World's End","46089287",3
"Universal Pictures","Welcome Home Roscoe Jenkins","43650785",3
"Universal Pictures","The Fourth Kind","42333295",3
"Universal Pictures","Undercover Brother","41604473",3
"Universal Pictures","Wimbledon","41512007",3
"Universal Pictures","Leatherheads","41299492",3
"Universal Pictures","Man of the Year","41237648",3
"Universal Pictures","Happy Gilmore","41205099",3
"Universal Pictures","Bridget Jones: The Edge of Reason","40203020",3
"Universal Pictures","As Above, So Below","40100000",3
"Universal Pictures","The Life of David Gale","38955598",3
"Universal Pictures","Serenity","38869464",3
"Universal Pictures","Midnight Run","38413606",3
"Universal Pictures","Howard the Duck","37962774",3
"Universal Pictures","Do the Right Thing","37295445",3
"Universal Pictures","Raising Cain","37170057",3
"Universal Pictures","The Boat That Rocked","36348784",3
"Universal Pictures","Larry Crowne","36160375",3
"Universal Pictures","Love Happens","36133014",3
"Universal Pictures","Child's Play 2","35763605",3
"Universal Pictures","The Adventures of Rocky & Bullwinkle","35134820",3
"Universal Pictures","The Skulls","35007180",3
"Universal Pictures","The Best Man","34573780",3
"Universal Pictures","Steve Jobs","34441873",3
"Universal Pictures","Endless Love","34077920",3
"Universal Pictures","The Relic","33956608",3
"Universal Pictures","Devil","33583175",3
"Universal Pictures","Psycho","32000000",3
"Universal Pictures","1941","31755742",3
"Universal Pictures","The Soloist","31720158",3
"Universal Pictures","How High","31155435",3
"Universal Pictures","Shaun of the Dead","30039392",3
"Universal Pictures","Leap Year","29922472",3
"Universal Pictures","Mystery Men","29762011",4
"Universal Pictures","Cirque du Freak: The Vampire's Assistant","28169671",4
"Universal Pictures","Fast Times at Ridgemont High","27092880",4
"Universal Pictures","Your Highness","26121638",4
"Universal Pictures","Big Miracle","24719215",4
"Universal Pictures","The Wiz","21049053",4
"Universal Pictures","Flipper","20080020",4
"Universal Pictures","Sweet Charity","20000000",4
"Universal Pictures","Nighthawks","19905359",4
"Universal Pictures","The Thing","19629760",4
"Universal Pictures","Repo Men","18409891",4
"Universal Pictures","Blackhat","17752940",4
"Universal Pictures","Half Baked","17460020",4
"Universal Pictures","Firestarter","17080167",4
"Universal Pictures","House of 1000 Corpses","16829545",4
"Universal Pictures","Mo' Better Blues","16153593",4
"Universal Pictures","High Plains Drifter","15700000",4
"Universal Pictures","Halloween III: Season of the Witch","14400000",4
"Universal Pictures","To Kill a Mockingbird","13129846",4
"Universal Pictures","They Live","13008928",4
"Universal Pictures","Torn Curtain","13000000",4
"Universal Pictures","Frenzy","12600000",4
"Universal Pictures","The Andromeda Strain","12376563",4
"Universal Pictures","Sorcerer","12000000",4
"Universal Pictures","Connie and Carla","11341016",4
"Universal Pictures","Fear and Loathing in Las Vegas","10680275",4
"Universal Pictures","Cry_Wolf","10047674",4
"Universal Pictures","The Last Temptation of Christ","8373585",4
"Universal Pictures","A Simple Wish","8345056",4
"Universal Pictures","Family Plot","7900000",4
"Universal Pictures","American Dreamz","7314027",4
"Universal Pictures","Phantasm II","7282851",4
"Universal Pictures","D-Tox","6416302",4
"Universal Pictures","Topaz","6000000",4
"Universal Pictures","Let's Go to Prison","4630045",4
"Universal Pictures","Isn't She Great","3003296",4
"Universal Pictures","Heartbeeps","2154696",4
"Universal Pictures","Videodrome","2120439",4
"Universal Pictures","Ride with the Devil","635096",4
"Universal Pictures","Beyond the Mat","500000",4
"Universal Pictures","Southland Tales","374743",4
"Universal Pictures","Angela's Ashes","13",4
"Universal Pictures","The Wolfman","0",4
"Universal Pictures","Snow Falling on Cedars","0",4
"Universal Pictures","Viy","0",4
"Universal Pictures","The River Wild","0",4
"Universal Pictures","Cat People","0",4
"Universal Pictures","The Family Man","0",4
"Universal Pictures","For Love of the Game","0",4
"Universal Pictures","Caravans","0",4
"Universal Pictures","Slither","0",4
"Universal Pictures","Mercury Rising","0",4
"Universal Pictures","The Four Seasons","0",4
"Universal Pictures","Tales from the Crypt: Demon Knight","0",4
"Universal Pictures","Legal Eagles","0",4
"Universal Pictures","Edtv","0",4
"Universal Pictures","Screwed","0",4
"Universal Pictures","Dudley Do-Right","0",4
"Universal Pictures","Bowfinger","0",4
"Universal Pictures","Frost/Nixon","0",4
"Universal Pictures","Primary Colors","0",4
"Universal Pictures","The Cat in the Hat","0",4
"Universal Pictures","Cry Freedom","0",4
"Universal Pictures","Flash of Genius","0",4
"Universal Pictures","40 Days and 40 Nights","0",4
"Universal Pictures","The Guru","0",4
"Universal Pictures","Silent Running","0",4
"Universal Pictures","Crooklyn","0",4
"Universal Pictures","The Emperor's Club","0",4
"Universal Pictures","Georgia Rule","0",4
"Universal Pictures","Brüno","0",4
"Universal Pictures","Sgt. Bilko","0",4
"Universal Pictures","The Perfect Man","0",4
"Universal Pictures","The Watcher","0",4
"Universal Pictures","One True Thing","0",4
"Universal Pictures","Josie and the Pussycats","0",4
"Universal Pictures","Army of Darkness","0",4
"Universal Pictures Corporation","Sea of Love","110879513",1
"Universal Pictures do Brasil","Tropa de Elite","0",1
"Universal Pictures International (UPI)","Ex Machina","36869414",1
"Universal Studios","Jurassic World","1513528810",1
"Universal Studios","Jurassic Park III","368780809",1
"Universal Studios","2 Guns","131940411",2
"Universal Studios","Dallas Buyers Club","55198285",2
"Universal Studios","Get on Up","31911598",3
"Universal Studios","Head Over Heels","10424470",3
"Universal Studios","The Front Page","0",4
"Universe Entertainment","少林足球","42776760",1
"Universe Entertainment","逃出生天","0",2
"Universum Film (UFA)","Transsiberian","5926410",1
"Universum Film (UFA)","Metropolis","650422",2
"Unstuck","Christmas Eve","0",1
"Untitled 03","Vera Drake","0",1
"Untitled 13","Mr. Turner","5405500",1
"Untitled Entertainment","Margin Call","19504039",1
"Upload Films","Shotgun Stories","0",1
"Upstairs Canada Productions","Aliens in the Attic","57881056",1
"Ursa Major Films LLC","Gracie","2955039",1
"USA Films","Traffic","207515725",1
"USA Films","Gosford Park","87754044",2
"USA Films","Session 9","373967",3
"USA Films","Nurse Betty","0",4
"UTV Motion Pictures","The Happening","163403799",1
"UTV Motion Pictures","Rang De Basanti","11502151",2
"UTV Motion Pictures","Dabba","4235151",3
"UTV Motion Pictures","एबीसीडी","222000",4
"UW3 Film Productions","Underworld: Rise of the Lycans","91353501",1
"UW4 Productions","Underworld: Awakening","160112671",1
"Val D'Oro Entertainment","Knock Off","0",1
"Valencia Motion Pictures","To Write Love on Her Arms","0",1
"Valenti Entertainment","The Lost Skeleton of Cadavra","0",1
"Valentina Films","The Frozen Ground","5496951",1
"Valhalla Motion Pictures","Armageddon","553799566",1
"Valhalla Motion Pictures","Hulk","245360480",1
"Valhalla Motion Pictures","The Incredible Hulk","163712074",2
"Valhalla Motion Pictures","The Punisher","54700105",2
"Valhalla Motion Pictures","Æon Flux","52304001",3
"Valhalla Motion Pictures","Clockstoppers","38793283",3
"Valhalla Motion Pictures","Punisher: War Zone","10089373",4
"Valkyrie Films","Red Dawn","38376497",1
"Vallelonga Productions","I Am Wrath","0",1
"Van Hoy/Knudsen Productions","Old Joy","0",1
"Vanguard Animation","Space Chimps","63800345",1
"Vanguard Films","Happily N'Ever After","38085778",1
"Vanguard Films","Duel in the Sun","20400000",2
"Vanguard Films","Valiant","19478106",3
"Vanguard Films","On the Road","8784318",4
"Vans Off the Wall","Dogtown and Z-Boys","0",1
"Variance Films","辛亥革命","108348",1
"Varsity Pictures","A Thousand Words","22044277",1
"Vast Entertainment","The DUFF","43528634",1
"Vaughn Productions","Stardust","135560026",1
"VBT Productions","Very Bad Things","9898412",1
"VCL Communications","Jeepers Creepers","59217789",1
"Vedette Finance","The Face of an Angel","0",1
"Vedette Finance","Enter the Dangerous Mind","0",2
"Vega Film","Les Choristes","0",1
"Vega Film","Johnny Suede","0",2
"Velocity Productions","Speed Racer","93945766",1
"Velvet Steamroller Entertainment","Veronika Decides to Die","0",1
"Vendian Entertainment","Black Mass","98837872",1
"Vendian Entertainment","Free State of Jones","25035950",2
"Vendian Entertainment","The Neon Demon","1333124",3
"Vendome Pictures","Source Code","147332697",1
"Vendome Pictures","Larry Crowne","36160375",2
"Vendu00f4me Production","La Famille Bélier","0",1
"Vengeance is Mine Productions","I Am Wrath","0",1
"Vengeance Productions Pty. Ltd.","Ghost Rider","228738393",1
"Ventanarosa Productions","Frida","56298474",1
"Ventanarosa Productions","The Velocity of Gary","0",2
"Venture Forth","Before Midnight","11176469",1
"Venture Forth","The Skeleton Twins","5284309",2
"Veracity Productions","The Sound and the Shadow","0",1
"Verdi Productions","Opposite Sex","45000",1
"Verisimilitude","The Place Beyond the Pines","35485608",1
"Verisimilitude","I Origins","336472",2
"Versu00e1til Cinema","Midnight in Paris","151119219",1
"Versu00e1til Cinema","Carnage","27603069",2
"Versus Entertainment","Buried","19152480",1
"Vertigo Entertainment","How to Train Your Dragon","494878759",1
"Vertigo Entertainment","The Lego Movie","469160692",1
"Vertigo Entertainment","The Departed","289847354",1
"Vertigo Entertainment","The Grudge","183474602",1
"Vertigo Entertainment","Eight Below","120455994",2
"Vertigo Entertainment","The Lake House","114830111",2
"Vertigo Entertainment","Abduction","82087155",2
"Vertigo Entertainment","Run All Night","71561644",2
"Vertigo Entertainment","The Boy","64188367",3
"Vertigo Entertainment","Quarantine","40855419",3
"Vertigo Entertainment","The Roommate","40492759",3
"Vertigo Entertainment","The Grudge 2","39143839",3
"Vertigo Entertainment","Dark Water","25473093",4
"Vertigo Entertainment","The Invasion","15071514",4
"Vertigo Entertainment","Monsters","4242978",4
"Vertigo Entertainment","Shutter","0",4
"Vertigo Films","The Sweeney","6294161",1
"Vertigo Films","Bronson","2260712",2
"Vertigo Films","American Hero","0",3
"Vertigo Productions","Chacun Cherche Son Chat","0",1
"verture Films","Mad Money","0",1
"Verve Pictures","Straightheads","0",1
"Very Special Projects","The Witch","40423945",1
"VH1 Television","Zoolander","60780981",1
"Viacom Canada","Cube","501818",1
"Vicarious Entertainment","Backmask","0",1
"Vice Versa Film","Ricordati di me","0",1
"Victoires International","Paris, je t'aime","4857367",1
"Victoires Productions","Le fabuleux destin d'Amélie Poulain","173921954",1
"Victor Company of Japan (JVC)","Under Siege 2: Dark Territory","104324083",1
"VideoFilmes","Cidade de Deus","30641770",1
"VideoFilmes","On the Road","8784318",2
"Videofilms","Central do Brasil","5596708",1
"Videovision Entertainment","Mandela: Long Walk to Freedom","27330000",1
"View Askew Productions","Zack and Miri Make a Porno","42105111",1
"View Askew Productions","Jersey Girl","36098382",1
"View Askew Productions","Jay and Silent Bob Strike Back","33788161",2
"View Askew Productions","Dogma","30652890",2
"View Askew Productions","Clerks II","26888376",3
"View Askew Productions","Chasing Amy","12021272",3
"View Askew Productions","Clerks","3151130",4
"View Askew Productions","Mallrats","2122561",4
"Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG","Bowling for Columbine","35564473",1
"Village-A.M. Partnership","Three Kings","108000000",1
"Village Roadshow Films North America","The Legend of Tarzan","356743061",1
"Village Roadshow Pictures","The Matrix Reloaded","738599701",1
"Village Roadshow Pictures","I Am Legend","585349010",1
"Village Roadshow Pictures","American Sniper","542307423",1
"Village Roadshow Pictures","Sherlock Holmes","524028679",1
"Village Roadshow Pictures","Charlie and the Chocolate Factory","474968763",1
"Village Roadshow Pictures","San Andreas","470490832",1
"Village Roadshow Pictures","The Lego Movie","469160692",1
"Village Roadshow Pictures","The Matrix","463517383",1
"Village Roadshow Pictures","Ocean's Eleven","450717150",1
"Village Roadshow Pictures","The Matrix Revolutions","424988211",1
"Village Roadshow Pictures","Mad Max: Fury Road","378858340",1
"Village Roadshow Pictures","Edge of Tomorrow","370541256",1
"Village Roadshow Pictures","Ocean's Twelve","362744280",1
"Village Roadshow Pictures","The Legend of Tarzan","356743061",1
"Village Roadshow Pictures","The Great Gatsby","351040419",1
"Village Roadshow Pictures","Sherlock Holmes: A Game of Shadows","334615000",1
"Village Roadshow Pictures","Ocean's Thirteen","311312624",1
"Village Roadshow Pictures","Sex and the City 2","288347692",1
"Village Roadshow Pictures","Gran Torino","269958228",1
"Village Roadshow Pictures","Dark Shadows","245527149",1
"Village Roadshow Pictures","Get Smart","230685453",1
"Village Roadshow Pictures","Ghostbusters","229147509",2
"Village Roadshow Pictures","Yes Man","225990978",2
"Village Roadshow Pictures","Miss Congeniality","212000000",2
"Village Roadshow Pictures","The Equalizer","192330738",2
"Village Roadshow Pictures","Jupiter Ascending","183987723",2
"Village Roadshow Pictures","Into the Storm","160602194",2
"Village Roadshow Pictures","Goosebumps","158162788",2
"Village Roadshow Pictures","Mystic River","156822020",2
"Village Roadshow Pictures","Happy Feet Two","150406466",2
"Village Roadshow Pictures","Swordfish","147080413",2
"Village Roadshow Pictures","Music and Lyrics","145896422",2
"Village Roadshow Pictures","Legend of the Guardians: The Owls of Ga'Hoole","140073390",2
"Village Roadshow Pictures","Space Cowboys","128884132",2
"Village Roadshow Pictures","The Lake House","114830111",2
"Village Roadshow Pictures","Cats & Dogs 2 : The Revenge of Kitty Galore","112483764",2
"Village Roadshow Pictures","The Dukes of Hazzard","110803676",2
"Village Roadshow Pictures","Three Kings","108000000",2
"Village Roadshow Pictures","Gangster Squad","105200903",2
"Village Roadshow Pictures","Training Day","104876233",2
"Village Roadshow Pictures","Where the Wild Things Are","100086793",2
"Village Roadshow Pictures","Don't Say a Word","100020092",3
"Village Roadshow Pictures","The Lucky One","99357138",3
"Village Roadshow Pictures","Speed Racer","93945766",3
"Village Roadshow Pictures","Cats & Dogs","93375151",3
"Village Roadshow Pictures","Two Weeks Notice","93354918",3
"Village Roadshow Pictures","No Reservations","92601050",3
"Village Roadshow Pictures","The Judge","83719388",3
"Village Roadshow Pictures","Firewall","82800000",3
"Village Roadshow Pictures","Catwoman","82102379",3
"Village Roadshow Pictures","Exit Wounds","79958599",3
"Village Roadshow Pictures","Dreamcatcher","75715436",3
"Village Roadshow Pictures","Deep Blue Sea","73648228",3
"Village Roadshow Pictures","License to Wed","69307224",3
"Village Roadshow Pictures","House of Wax","68766121",3
"Village Roadshow Pictures","Ghost Ship","68349884",3
"Village Roadshow Pictures","The Reaping","62771059",3
"Village Roadshow Pictures","Zoolander","60780981",3
"Village Roadshow Pictures","Analyze That","55003135",3
"Village Roadshow Pictures","Concussion","50363790",3
"Village Roadshow Pictures","Practical Magic","46683377",3
"Village Roadshow Pictures","Torque","46546197",4
"Village Roadshow Pictures","Queen of the Damned","45479110",4
"Village Roadshow Pictures","The Majestic","37317558",4
"Village Roadshow Pictures","Red Planet","33463969",4
"Village Roadshow Pictures","Winter's Tale","30800231",4
"Village Roadshow Pictures","Saving Silverman","19351569",4
"Village Roadshow Pictures","Disturbing Behavior","17507368",4
"Village Roadshow Pictures","The Phantom","17300889",4
"Village Roadshow Pictures","The Invasion","15071514",4
"Village Roadshow Pictures","The Adventures of Pluto Nash","7103973",4
"Village Roadshow Pictures","Fortress","6739141",4
"Village Roadshow Pictures","Lucky You","5761917",4
"Village Roadshow Pictures","Gossip","5108820",4
"Village Roadshow Pictures","See Spot Run","0",4
"Village Roadshow Pictures","Three to Tango","0",4
"Village Roadshow Pictures","A Walk on the Moon","0",4
"Village Roadshow Pictures","Valentine","0",4
"Village Roadshow Pictures","Darkness Falls","0",4
"Village Roadshow Pictures","Eight Legged Freaks","0",4
"Village Roadshow Pictures","Miss Congeniality 2: Armed and Fabulous","0",4
"Vincent Gallo Productions","The Brown Bunny","0",1
"Vincent Newman Entertainment","We're the Millers","269994119",1
"Vincent Pictures","Whip It","16633035",1
"Vindicated Pictures","Forget Me Not","0",1
"Vinyl Films","Vanilla Sky","203388341",1
"Vinyl Films","We Bought a Zoo","120081841",1
"Vinyl Films","Elizabethtown","52034889",2
"Vinyl Films","Almost Famous","47383689",3
"Vinyl Films","Aloha","26250020",4
"VIP 1 Medienfonds","Death at a Funeral","46",1
"VIP 2 Medienfonds","The Punisher","54700105",1
"VIP 2 Medienfonds","The Jacket","21126225",2
"VIP 2 Medienfonds","Death at a Funeral","46",3
"VIP 3 Medienfonds","The Punisher","54700105",1
"VIP 3 Medienfonds","The Jacket","21126225",2
"VIP 4 Medienfonds","Zwartboek","26193068",1
"VIP 4 Medienfonds","All the King's Men","9450897",2
"VIP 4 Medienfonds","DOA: Dead or Alive","480314",3
"VIP 4 Medienfonds","Ironclad","0",4
"VIP Medienfonds 4","Perfume: The Story of a Murderer","132180323",1
"VIP Medienfonds 4","Lucky Number Slevin","56308881",2
"Virgin","Sex, Lies, and Videotape","0",1
"Virgin Produced","Immortals","226904017",1
"Virgin Produced","21 & Over","48065672",2
"Virgin Produced","Movie 43","32438988",3
"Virgin Produced","Machine Gun Preacher","2527904",4
"Virtual Studios","300","422610419",1
"Virtual Studios","Poseidon","181674817",1
"Virtual Studios","Blood Diamond","170877916",2
"Virtual Studios","V for Vendetta","132511035",2
"Virtual Studios","Bangkok Dangerous","42487390",3
"Virtual Studios","The Assassination of Jesse James by the Coward Robert Ford","14711793",3
"Virtual Studios","Nancy Drew","0",4
"Vision International","Stone Cold","0",1
"Vision View Entertainment","Crocodile Dundee in Los Angeles","39438674",1
"Visiona Romantica","Inglourious Basterds","319131050",1
"Visionview Production","The Wedding Date","47175038",1
"Vista Organisation, The","Shanghai Surprise","0",1
"Visual Bible International","The Visual Bible: The Gospel of John","4069090",1
"Visual Eyes Productions","Krush Groove","0",1
"Visualizer Film Company","天將雄師","121545703",1
"Visualizer Film Productions","三国之见龙卸甲","0",1
"Vita-Ray Dutch Productions (III)","Captain America: Civil War","1153304495",1
"Vivendi","ต้มยำกุ้ง","27165581",1
"Vivi Film","Les triplettes de Belleville","1477676",1
"Vixen Films","Sisters in Law","0",1
"Viz Media","Edge of Tomorrow","370541256",1
"VMI Worldwide","Wicked Blood","0",1
"VN Productions","The Eye","56309766",1
"Vnesheconombank","The Nutcracker: The Untold Story","16178959",1
"Voice Pictures","September Dawn","0",1
"Volcano Films","Exodus: Gods and Kings","268031828",1
"Volcano Films","Évolution","0",2
"Voltage pictures","Killer Joe","3665069",1
"Voltage Pictures","Dallas Buyers Club","55198285",1
"Voltage Pictures","The Hurt Locker","42000000",2
"Voltage Pictures","Good Kill","316472",3
"Voltage Pictures","Don Jon","0",4
"Vonnie Von Helmolt Film","Dracula: Pages from a Virgin's Diary","0",1
"Vortex","The Texas Chain Saw Massacre","30859000",1
"Vortex Words Pictures","Casino Jack","1083683",1
"Vortex/Henkel/Hooper","The Texas Chainsaw Massacre: The Beginning","0",1
"Votiv Films","Obvious Child","3123963",1
"Votiv Films","Circle","0",2
"Vox3 Films","Adam","2277396",1
"Vrijzinnig Protestantse Radio Omroep (VPRO)","Dancer in the Dark","40031879",1
"Vu00eda Digital","The Ninth Gate","58401898",1
"Vu00eda Digital","Los lunes al sol","146402",2
"Vu00eda Digital","Darkness","0",3
"Vulcan Productions Inc.","Hard Candy","7022209",1
"W9","From Paris with Love","52826594",1
"W9","Blood Ties","2415472",2
"W9","Zulu","0",3
"Wadleigh-Maurice","Woodstock","34505110",1
"Wah Film Productions Ltd.","Wah-Wah","0",1
"Walden Media","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","748806957",1
"Walden Media","The Chronicles of Narnia: Prince Caspian","419651413",1
"Walden Media","The Chronicles of Narnia: The Voyage of the Dawn Treader","415686217",1
"Walden Media","Journey 2: The Mysterious Island","355692760",1
"Walden Media","Everest","203427584",1
"Walden Media","The BFG","183345589",2
"Walden Media","Bridge to Terabithia","137587063",2
"Walden Media","Parental Guidance","119772232",2
"Walden Media","Journey to the Center of the Earth","101702060",2
"Walden Media","Nim's Island","100076342",2
"Walden Media","Around the World in 80 Days","72178895",3
"Walden Media","The Giver","66980456",3
"Walden Media","City of Ember","17869048",3
"Walden Media","Won't Back Down","5310554",3
"Walden Media","Bandslam","5210988",4
"Walden Media","Hoot","0",4
"Walden Media","Holes","0",4
"Walden Media","Chasing Mavericks","0",4
"Walden Productions","Yours, Mine and Ours","0",1
"Wales Creative IP Fund","Killer Elite","57777106",1
"Wales Creative IP Fund","Ironclad","0",2
"Wall to Wall","Man on Wire","2957978",1
"Walrus & Associates","Quills","7060876",1
"Walt deFaria","The Magic Flute","0",1
"Walt Disney","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","748806957",1
"Walt Disney","The Chronicles of Narnia: Prince Caspian","419651413",1
"Walt Disney","A Christmas Carol","325233863",2
"Walt Disney","Cool Runnings","154864401",2
"Walt Disney","Miracle","64445708",3
"Walt Disney","The Mighty Ducks","50752337",3
